id,purchase_id,product_id,quantity,unit_cost,line_total
fcaf6e61-9a49-4783-9274-3a7465b19448,a68d58e5-886a-4d1a-b527-0b335a81857a,2b8992f9-b556-4667-844e-ec478a0135db,23,84.72,1948.56
b89058b1-dcad-4730-a168-1ec86b505ebb,a68d58e5-886a-4d1a-b527-0b335a81857a,4d482624-14a0-462d-a1a3-d37eef1c23f1,42,681.59,28626.78
ce22699c-2937-4ddd-bf74-06bbfc995429,8ac31201-92ee-4ff3-a60f-f4e90709f0a6,496ffcaf-67fc-4613-9369-456c5db9c167,8,6332.1,50656.8
2a51e3d5-12d5-471e-8fa1-95c2a93efb85,8ac31201-92ee-4ff3-a60f-f4e90709f0a6,de568940-f139-48de-8876-8fa256e5e319,43,276.84,11904.12
dd4012dd-b387-40ad-8e75-2438db1006ea,397abb75-c404-4231-83ba-207a6a4831ed,6fc7cdff-dbab-44a7-a92b-7f995b8da53d,79,616.8,48727.2
e07b62d5-304a-4060-8d3d-5a1ab2b53f94,397abb75-c404-4231-83ba-207a6a4831ed,d05afd37-e653-4cc8-b1b5-698c041ab977,5,102.2,511.0
3bec61f3-b718-4ee8-b179-aa6ca5a8ebfa,4c2f9047-acc7-4c2f-972e-0c1383c966f0,1af181bd-ad83-4d3a-9cbf-2abd1d72ae76,56,511.5,28644.0
14a794bc-ed4c-4756-9855-ee21ea564439,4c2f9047-acc7-4c2f-972e-0c1383c966f0,d9b4731b-5b55-4da9-be81-77804875c9dc,83,493.02,40920.66
b4038d50-2fd6-430f-82d5-0a715aef270f,4c2f9047-acc7-4c2f-972e-0c1383c966f0,34019bcc-b158-475b-8c84-db33f9f1767a,30,1443.93,43317.9
23f44d57-4a68-4aa2-9b22-57af225c90a7,136a5851-9b52-467e-8735-9e8881aa0e91,90944231-c618-4ba0-8126-57f7a3e5ddb1,95,533.85,50715.75
f48a9a7c-29be-4484-bf9c-546b47acc4b1,8138a68b-dc3f-453e-a13e-7904b0634f9f,e3f23f6e-bee9-4375-9be6-7d3d05f7d62c,57,100.14,5707.98
ed15b55a-bbca-492c-8024-a26f84475bb7,8138a68b-dc3f-453e-a13e-7904b0634f9f,cf02d801-77eb-4e1f-824a-fffc8768d8f9,37,2609.13,96537.81
02bbd72f-0875-4a6b-a9cf-fa93c214fd27,6c9e7bc4-8e09-43bd-b338-a63d6ad6650d,e5e92654-cfff-42af-98dc-c9d7d78107a3,77,419.68,32315.36
0f7b6cd9-aae8-4a45-92ab-4891e49a190b,6c9e7bc4-8e09-43bd-b338-a63d6ad6650d,6105276d-869b-4e00-8106-14aa06599c99,85,4187.54,355940.9
735448e4-6644-4f2f-a416-87b85f0f3fc4,6c9e7bc4-8e09-43bd-b338-a63d6ad6650d,819b3f6f-d7fb-4218-939a-691e3cdb4b50,6,509.18,3055.08
db0ea192-c2b3-4103-9abd-b452656c0e8f,6c9e7bc4-8e09-43bd-b338-a63d6ad6650d,4cccbf03-a392-4850-9096-a78dec0d1afa,18,593.49,10682.82
01e19a40-7177-49ca-97b5-c292d5207a6b,ef6ebe10-b375-48ef-95e9-499857c9982a,36fcfa46-2e95-4e66-beeb-6a3e49bb3f2f,27,183.49,4954.23
69ada029-7830-4e2e-960d-4ff59662564d,5598c99a-483e-40f0-87df-a999249cfb61,5339f8f9-628b-4553-aba6-c933b58891f6,48,3388.72,162658.56
c84a0ace-6840-4e60-8f16-bcb3be8cd749,5598c99a-483e-40f0-87df-a999249cfb61,ef84c682-cb00-443f-b43b-03058e6f44c3,95,1001.19,95113.05
a6997d21-3143-4908-8bd5-f2625673a212,5598c99a-483e-40f0-87df-a999249cfb61,80fff6c2-4945-4865-b9c2-cff28f93effc,28,197.53,5530.84
df493efe-9b64-4444-94eb-20077874d58b,4f74e86c-d53b-4277-b61a-0dced9868cb5,1e5d2bde-c08f-4303-8dfb-72fa62f8895f,45,160.76,7234.2
3343931d-09ee-42df-a44a-046e5418e968,4f74e86c-d53b-4277-b61a-0dced9868cb5,ebda3fd8-fe10-4f44-aefa-20e53d198872,43,666.44,28656.92
848d33fb-1534-45c4-b857-463d1ab99dab,5cc76650-df7a-4ee0-a110-e17016de0662,d8f1caca-e51c-42fa-83ca-ca253b219936,65,163.07,10599.55
630403d1-f58b-4633-a872-e3f87e24ab80,5cc76650-df7a-4ee0-a110-e17016de0662,de23341a-1818-4566-95e9-37a6927002d2,85,8969.24,762385.4
3c2bf7ad-4cd4-4a2c-bb01-8c2976f720a4,e3307ade-2917-4781-bcc1-f18a8b9ec788,4230d32a-2387-4fc6-b9b4-6443fd220cdf,54,500.78,27042.12
706a69ac-c29b-40c6-a38c-23a930505af9,e3307ade-2917-4781-bcc1-f18a8b9ec788,6d425cbb-5231-4e6b-ae67-f4894bb3111c,81,1214.66,98387.46
b39013e0-5ed9-4809-a7ed-61e4aeec0aa5,e3307ade-2917-4781-bcc1-f18a8b9ec788,167fb0c2-f440-4584-b3b3-e42fb4d5fbc2,48,393.92,18908.16
e7d55890-2c92-48de-bbf1-c655c0ba3af8,e3307ade-2917-4781-bcc1-f18a8b9ec788,d05afd37-e653-4cc8-b1b5-698c041ab977,78,92.69,7229.82
adfcc89d-1c5a-48c4-9be4-305a8ee46bad,d46e7dab-a071-49ab-84d7-1d77cdf3c6e2,c9cc4c81-e01b-4e78-9738-61d08fd53dcc,58,302.75,17559.5
6b49cdb2-a3d6-42da-a7bf-57958d414e57,d46e7dab-a071-49ab-84d7-1d77cdf3c6e2,7b28a0f8-13c6-4dab-9a76-c4590d89acba,26,333.77,8678.02
cac596f9-f9c5-435d-bf1f-aef8a0b01d6c,0fd5f68c-e0aa-44bd-8149-b735bd53daeb,07fcdeee-418d-4c03-9755-c1474d974d9f,98,5329.81,522321.38
9270809c-0afa-47e2-8323-d50bba616d38,0fd5f68c-e0aa-44bd-8149-b735bd53daeb,17e6d579-beb4-4588-b8a0-bb101da944ac,61,405.98,24764.78
c9ab5286-1947-42d3-a40f-7de41c0d5db6,12563518-145e-46ce-bcf9-f06a57f05ecb,31458971-3a9c-421d-be7a-1002af4bf4c9,78,468.64,36553.92
8dd0c5fa-726b-4db8-968f-3a347c6104e4,12563518-145e-46ce-bcf9-f06a57f05ecb,db004662-ba52-4929-bb75-9c00bf1a1365,30,2877.01,86310.3
be6d009a-764e-4a88-81d7-7b6043697458,12563518-145e-46ce-bcf9-f06a57f05ecb,b4cd3b6d-8811-402d-9c4e-48c80c58ee3d,34,547.64,18619.76
829b23d2-91cb-48a9-baeb-92a9edd993c7,12563518-145e-46ce-bcf9-f06a57f05ecb,1c7c205f-5cf1-4633-a82f-d21bfa716103,28,525.3,14708.4
7db62470-6180-4c89-b077-68e75cce1c39,a2cd1ccb-f3ab-4a45-a3ed-9d9e14ca887e,d0419f61-bff9-4cce-89cb-8694555f3dc4,51,1379.33,70345.83
73f9af62-927c-4636-80b1-551ca5bbe868,f922c269-3bd1-4924-b90e-5bc9f67fb16a,088cc24b-3a3a-465f-ad62-04703b90faab,73,11354.96,828912.08
d86e57ed-0a60-4f6a-955b-066c7103ff44,f922c269-3bd1-4924-b90e-5bc9f67fb16a,2b459446-db1d-415c-8375-51e0682d2aff,30,382.07,11462.1
76ff0ebe-ceb1-444a-9a12-fc98339575dc,f61d374c-51ff-4016-bb0b-e0447e4b7e6a,aa63b223-d704-44e5-b908-82702ec69f85,44,333.65,14680.6
d6f0558c-bc24-4656-9d62-3c189a6e4d1c,f61d374c-51ff-4016-bb0b-e0447e4b7e6a,0c56b02e-618c-4667-9e74-c04be80d5bb6,68,405.06,27544.08
9604cf70-8089-4b46-89f0-50eab0496647,f61d374c-51ff-4016-bb0b-e0447e4b7e6a,f9cc4dfd-dea3-4da6-b0a1-6b2cbea7b376,31,229.04,7100.24
4535e397-d1dd-43ee-80b7-2f723933aa34,6848e4ef-8073-4f15-9e2e-ba6e6df0399c,35b4790f-35a5-4620-b0a3-99a3af200f08,10,130.07,1300.7
902b26f7-26bf-415f-9598-424b4d7b793c,f00fc087-9c58-4505-b226-1a452b9e19af,fa1a24fa-fb96-4f2f-85c5-91099a50c7ff,59,4910.2,289701.8
bd3ecc6f-312a-45be-a3ac-d8362b176c77,f00fc087-9c58-4505-b226-1a452b9e19af,e32f41f9-87e9-409a-8462-9e6db6fb35e1,61,307.73,18771.53
7f59f312-3c98-4747-a836-bd82cc81ec11,dfad3db2-8dad-4e32-8d7f-76511370dd5e,90944231-c618-4ba0-8126-57f7a3e5ddb1,48,551.76,26484.48
bf930b7f-49a7-4c58-9cd6-6a8aed07d187,dfad3db2-8dad-4e32-8d7f-76511370dd5e,2f8623bd-f52c-49b7-a825-da00b11cedbc,48,1122.27,53868.96
56c56a8e-006a-491e-ba73-44ed3220c646,a142fcb5-5f33-4993-9dcd-5960425d3f09,22a838e8-32a0-4c2b-bd3f-a05974078d0e,56,4991.4,279518.4
68c324c8-3108-4765-afd5-a692976c6357,a142fcb5-5f33-4993-9dcd-5960425d3f09,a65cbc0c-df3f-433a-a37f-a44650deedaf,71,2175.69,154473.99
352676e8-1b8a-4c6b-b051-24bc63034374,a142fcb5-5f33-4993-9dcd-5960425d3f09,aa63b223-d704-44e5-b908-82702ec69f85,6,329.94,1979.64
28110317-1076-4747-81b3-19c640b63125,992b0a6f-b096-4c9a-914c-2914909ed8bf,8fcabcda-6030-4dc7-a86a-a2a05b666573,69,454.77,31379.13
b087754c-5397-4320-8ae9-d5e831fec03a,59392319-73d1-4e0d-b7d3-ddb942ec9346,15c9839c-062e-403b-8fa0-6bdd223273c1,66,171.43,11314.38
b1c45dec-1bbb-4871-a4f0-cd37de771ccf,d8b9b786-52f5-4c2c-ba1e-adb83d9f3fd9,778f3133-33ce-407c-8d4d-5bbc4f2f1768,75,318.47,23885.25
f59b6752-cb4a-4f23-b3b2-c6f88501af95,7f16cea1-6e81-4e77-aea0-44897307facf,2b8992f9-b556-4667-844e-ec478a0135db,7,84.51,591.57
ec6db965-d70f-48b9-8d3a-62cfff9693d7,7f16cea1-6e81-4e77-aea0-44897307facf,20fceb67-8e83-4614-88dc-e8dd306d36b4,61,12881.87,785794.07
3fbe23ff-432a-4134-86d4-9b146aceed4c,0afb01ef-7c93-4cf9-9b5e-069d0ea8356b,00838c15-5890-4bdb-bd1a-420d14f3d80a,87,360.83,31392.21
bc8d6826-abe9-4462-a3c2-246e6a61b28b,0afb01ef-7c93-4cf9-9b5e-069d0ea8356b,1360ad3c-8e40-4cc2-bd36-fbe041a68aa3,75,640.74,48055.5
0d9e767e-80e6-48bd-9588-1d7cda3699af,effb3ae6-2a9a-4119-895c-a2b5a9a58300,2fa1495e-2842-4def-97e9-f0ae8bf630ca,29,18311.22,531025.38
18429271-69f2-4b40-bf2b-fcb270ab8d57,effb3ae6-2a9a-4119-895c-a2b5a9a58300,2c02c0be-d80b-4095-915c-0b5a0400b506,64,1178.01,75392.64
cc108709-3151-4668-b678-081c46b3c549,38e0ecb8-7cc1-43bd-b4ac-888cce4b53b4,1af1ac43-f8fb-44c3-8911-69d9a644cc96,13,166.25,2161.25
a7da4d25-2f76-408c-b885-104dbadc84d3,38e0ecb8-7cc1-43bd-b4ac-888cce4b53b4,819b3f6f-d7fb-4218-939a-691e3cdb4b50,32,513.37,16427.84
a887d0e8-9ec1-4f5b-b21d-17c692f36581,be18cae6-857a-4364-b6e8-7022708c313f,3a2ae3dd-16b8-4ac4-953c-672fec23106f,15,356.42,5346.3
4f16bb52-d8d0-44db-b5b3-3b1d974ebb60,be18cae6-857a-4364-b6e8-7022708c313f,8c417c71-eb82-4dbc-a0ca-764f1fcea7da,36,2151.32,77447.52
1d9b41f1-aca9-4556-8794-9a4724ed8110,a5c8addb-7f5f-4d5a-a35c-3ed2118f8d7e,6b3e9a6d-fc0d-4ed4-9f29-ebe9ba4a5d21,81,18603.29,1506866.49
55a213fa-4c98-464b-837a-70166c6ce1c8,a5c8addb-7f5f-4d5a-a35c-3ed2118f8d7e,55286215-853a-4600-9247-207fcb9a919f,92,3246.12,298643.04
66b9e2dc-f7bc-40df-94c3-04c78f415ece,8a3dd822-aa27-4afe-b77c-18fe1c24b159,2eb29e57-c097-4dc3-9d1c-6584cb47647d,25,334.92,8373.0
a55a5415-4cef-4f42-b01e-18ab64a7436b,8a3dd822-aa27-4afe-b77c-18fe1c24b159,85c1e8e5-6d70-462f-a4fb-60888d1e0b4d,24,488.49,11723.76
a7b4e6ee-6291-4b9f-811a-c107ddbf76fb,8a3dd822-aa27-4afe-b77c-18fe1c24b159,38b11d32-c043-40ef-b693-ab2a60ae5318,34,5406.58,183823.72
1aa39487-51e9-473c-a393-acccb6dc2010,1d58f102-c8c9-47f7-92ba-17c3ace1f4fe,93726e07-a1a3-453e-a4ef-1200f61b4344,50,3951.18,197559.0
40e7591b-e68a-4865-8aec-c051a0daa495,1d58f102-c8c9-47f7-92ba-17c3ace1f4fe,3291ceba-979e-49e9-bedb-4255e6ed5105,92,781.62,71909.04
dea9f0ba-3320-4bb7-871b-f8e4e98b46e1,1d58f102-c8c9-47f7-92ba-17c3ace1f4fe,e1273ab0-7e90-4cbe-ab27-01dc4adf8162,66,1064.9,70283.4
d25f9ddc-d71e-42ac-8ffc-b0e0c16e08e8,6e9e1762-4117-41d7-ab30-f11b2bcc0550,9ea7c217-eace-4875-9bde-db30c286656d,61,836.15,51005.15
d2dca996-22c2-40d9-bc44-ffa1f4de1a1d,6e9e1762-4117-41d7-ab30-f11b2bcc0550,a7ff40fa-79b0-4ac3-9abc-66b399dabd0b,57,2828.77,161239.89
275b7f3d-d002-48d9-a893-aad286c1d03e,6e9e1762-4117-41d7-ab30-f11b2bcc0550,f96de01a-f1c4-4d61-9c4a-db8b5ccbb7ab,45,3859.86,173693.7
5c641b9e-8307-47df-941e-304262821e50,6e9e1762-4117-41d7-ab30-f11b2bcc0550,fc712a28-28df-41e5-a702-13eaf57e66da,73,508.62,37129.26
94d71d00-f85d-4a81-8927-a32b05134ac7,c75262b7-6c97-4bff-bce9-11b74c10673b,79f083f3-ec93-412f-8f6e-b560ab09afd3,65,4151.97,269878.05
e04e0b0e-24e6-4922-9992-7bd0900cc684,c75262b7-6c97-4bff-bce9-11b74c10673b,d549ed7a-7066-4bff-865b-cb96022a4063,86,197.08,16948.88
4d965f30-e028-4aae-a603-fe447f9bc727,c75262b7-6c97-4bff-bce9-11b74c10673b,e79253ed-3a72-4a75-a245-459ee1fc1e1d,37,4548.07,168278.59
7172c04c-8b36-4fb0-bf64-fa50015704e2,466b0be5-db36-4bce-b526-24259b390182,1e5d2bde-c08f-4303-8dfb-72fa62f8895f,59,173.12,10214.08
50bb9cf2-5684-4d04-a7ed-77a74594b64a,466b0be5-db36-4bce-b526-24259b390182,d8f1caca-e51c-42fa-83ca-ca253b219936,21,160.29,3366.09
f627d253-d701-4185-8c16-8a31cd6a3a44,7ef0e844-6e96-4145-b6bc-8855821060be,46f75803-1997-463e-a25a-5b9d15009687,67,7898.39,529192.13
75266433-84ab-4f91-9756-b831cc9ecda7,7ef0e844-6e96-4145-b6bc-8855821060be,6cab6d05-199b-4733-801f-a41bf2896231,17,1138.61,19356.37
96752f7e-2b2a-4e27-ad7e-618f3149985c,7ef0e844-6e96-4145-b6bc-8855821060be,2eb29e57-c097-4dc3-9d1c-6584cb47647d,30,351.19,10535.7
8c24e133-cce0-4e82-b85f-130cb66d20ae,7ef0e844-6e96-4145-b6bc-8855821060be,90944231-c618-4ba0-8126-57f7a3e5ddb1,64,548.21,35085.44
67e0676b-8e59-4280-a5d5-1f79f86e905c,6137a860-3a14-4cb9-9360-b1b0a9a11222,0b81ca2c-e22b-4b02-955e-9b6498730fe8,51,484.25,24696.75
81e196e3-ab0e-43fa-b80c-6e36d82660b0,6137a860-3a14-4cb9-9360-b1b0a9a11222,4873c777-18c0-46e1-8995-0ad81b840c91,45,3950.83,177787.35
61c4f0f0-8579-403b-89be-590a13dcd7ff,7207ce0f-aa3a-4ced-b6fe-cec42a682bfe,1c7c205f-5cf1-4633-a82f-d21bfa716103,39,582.74,22726.86
0214d55b-ca46-4999-b904-a2e8f13aeafc,7207ce0f-aa3a-4ced-b6fe-cec42a682bfe,ad2f5425-1c3e-4338-a80a-c8f5895bed59,98,2244.57,219967.86
cba727f8-e7db-4637-859a-ff33c3525d79,7207ce0f-aa3a-4ced-b6fe-cec42a682bfe,36bbdbfe-8537-483e-9c36-96c6ec93bc9d,97,41585.69,4033811.93
6f873b0b-8313-4c8e-a970-ff10faa6114f,d03a65dc-49f3-4144-b860-8a4cf48cf2d1,437d7316-d30f-49da-b174-1510f133a8ae,48,22516.87,1080809.76
442b7cc3-69a1-4944-b674-6b69a9f9dadc,d03a65dc-49f3-4144-b860-8a4cf48cf2d1,2b8992f9-b556-4667-844e-ec478a0135db,18,84.59,1522.62
22d2a9a7-8000-4b19-8cbc-b237fd386368,d03a65dc-49f3-4144-b860-8a4cf48cf2d1,9f167431-4fc2-4c8d-b06b-e39ea235151f,71,1482.95,105289.45
9b2d2b06-e862-4d8c-9f55-5c0bdbf810b1,d03a65dc-49f3-4144-b860-8a4cf48cf2d1,65185463-9721-480d-87cf-d5fe9d651caf,91,171.95,15647.45
3dc5f6d8-7037-471b-b700-366e7319f9a1,d03a65dc-49f3-4144-b860-8a4cf48cf2d1,38b11d32-c043-40ef-b693-ab2a60ae5318,36,5251.28,189046.08
60fe58df-5adb-421b-8602-15383785dd00,3bda2084-70bc-4a9d-822b-34d0726af324,5d9bf8bc-47e8-480b-9014-1cd9fc45a9c4,71,441.88,31373.48
dbb1e9ab-efae-4ab5-b178-0c65fb66ed31,3bda2084-70bc-4a9d-822b-34d0726af324,e538f647-8acc-4b56-b553-38ba907d2961,35,193.65,6777.75
4c2f4aeb-1e66-43e6-a70c-b1780ddb4d12,295e7521-5260-4e4a-9794-aa6e7cf1ef1e,3733a235-b260-45f7-8a10-d6d44934cd5f,68,4140.5,281554.0
467c126f-d934-45d2-b29a-6e467f095d43,fbabe479-1647-4083-8670-b1142f9cf04b,6ebb5b48-ab18-4ff1-a87d-0e3554fa95b3,45,115.78,5210.1
a4fe0564-d08d-486c-900e-e997613cf041,fbabe479-1647-4083-8670-b1142f9cf04b,d9b4731b-5b55-4da9-be81-77804875c9dc,96,496.01,47616.96
e10fa26d-da71-4334-bfb1-e6669cfab679,0ece22e2-ed81-4532-8531-efdbf2a9e8dc,5c804b54-c729-49e7-9560-e9ca2767949a,94,295.3,27758.2
887a26f9-8e34-4966-b171-ae6320411452,cf69f495-d244-48a3-ba1c-cdcc639d51a5,ed8477f2-ae90-4d46-937f-346bd13ccabe,100,298.55,29855.0
ac794837-5d00-40a9-ae6f-880aa183fd62,cf69f495-d244-48a3-ba1c-cdcc639d51a5,efbe6cb8-c319-4d98-aad1-c9e5c1498c55,46,7579.92,348676.32
934987b7-2179-452f-9e36-1a6bfd3771f1,e106f474-9d1a-4edd-89b4-ca13401174e3,6f50961f-40a9-427b-9236-4c53b05796ba,92,180.45,16601.4
c305a27f-7cc2-4d93-acd2-4b39eebc1899,e106f474-9d1a-4edd-89b4-ca13401174e3,ce975174-feee-4cc8-8f12-ecd116557c27,9,694.1,6246.9
a6dd7a94-bfcb-44f4-afe8-4f305cf6ce8d,14b428f8-7ed2-4919-8e9f-50932c64084f,a06f1df5-be73-410d-8c85-d463df710286,12,554.44,6653.28
b6004bf2-8058-4d5f-9f34-02d16e6c5eb1,14b428f8-7ed2-4919-8e9f-50932c64084f,5d9bf8bc-47e8-480b-9014-1cd9fc45a9c4,53,436.73,23146.69
13c6e614-7036-4003-9d64-5acb193b7726,14b428f8-7ed2-4919-8e9f-50932c64084f,5339f8f9-628b-4553-aba6-c933b58891f6,56,3516.51,196924.56
588289cb-e222-4e83-ab12-2f81710710b3,14b428f8-7ed2-4919-8e9f-50932c64084f,7dff0732-937d-4b44-b66e-e7e97c0993a5,20,3370.86,67417.2
55d7f767-66c5-4562-876b-a474f3e863bb,8120771a-4197-47e0-af50-f2c58c0982f2,a704fc2e-b4e7-4ca4-b48f-749a867e4173,15,347.54,5213.1
a111cbb5-f566-4e86-ba38-6a73f3d575e0,8120771a-4197-47e0-af50-f2c58c0982f2,2dd345c5-2fd1-410e-be08-d76851dd1383,98,16.98,1664.04
04a32d86-99b6-4b5f-bcca-fdbc9a1c2609,8120771a-4197-47e0-af50-f2c58c0982f2,3438e861-d142-4b94-abcc-c9070062d756,90,718.3,64647.0
1a5a6130-3b8e-4557-b0ea-a686a1c2ce4b,8120771a-4197-47e0-af50-f2c58c0982f2,fed431d2-bca8-41f0-8541-b746582a4a15,57,73.23,4174.11
a2b4e5d8-3f0f-4ba2-a6e3-25ab3b6ba74b,8120771a-4197-47e0-af50-f2c58c0982f2,f7aca668-829b-4b56-9d65-bce00d23e11b,67,496.62,33273.54
0b7649ff-dc8d-432a-b61b-3e46ed5c2901,dfb7a832-d6b2-449e-af96-ee145023cc98,869aae43-f41e-49ba-b987-ab0927338a32,56,141.82,7941.92
aa7b3fc9-0713-49da-b568-2014987c6033,dfb7a832-d6b2-449e-af96-ee145023cc98,c098f9e5-c213-4ef6-bea2-517e5afff6a1,31,8468.37,262519.47
d750f2bf-d99a-48a3-8182-338978ea11d8,dfb7a832-d6b2-449e-af96-ee145023cc98,fb654114-710b-45c3-9322-8b948ee9d85d,16,224.04,3584.64
e593e8ea-0fa0-458e-928b-3fda1a8f895a,6e3693cf-7db1-4fbf-b791-8a4fe1ecdb85,ef84c682-cb00-443f-b43b-03058e6f44c3,63,1069.51,67379.13
b34ec6fc-a047-45ad-bd79-30d84b0629ba,6e3693cf-7db1-4fbf-b791-8a4fe1ecdb85,fed431d2-bca8-41f0-8541-b746582a4a15,18,70.62,1271.16
731dc60b-5df0-4dc8-88d7-305bc0390ab7,a30a9bf7-a3fc-497d-a9f3-ccc46b4dbb98,e79253ed-3a72-4a75-a245-459ee1fc1e1d,49,4961.82,243129.18
a42695b2-ffa3-4589-910d-34441c5623f5,a30a9bf7-a3fc-497d-a9f3-ccc46b4dbb98,4873c777-18c0-46e1-8995-0ad81b840c91,12,3648.14,43777.68
d94b4994-5a55-44e5-9fa4-53a09356fcef,d820ca14-1847-4bee-9bba-b7093bc461f0,aeafadbc-61a0-4dcb-bfac-8056a9cb79ff,63,774.49,48792.87
eb192d26-76e5-4459-8744-85b4d098e11c,d820ca14-1847-4bee-9bba-b7093bc461f0,5a793d9e-2e0f-4408-91a2-ec4759f3124f,28,5615.14,157223.92
3b5f4378-0d3e-4867-bf74-a84c75338de1,61c1b9db-268c-4588-800f-a88c566b1052,f7aca668-829b-4b56-9d65-bce00d23e11b,46,474.55,21829.3
48911d02-3d11-4148-8d2f-8b794b5cab1b,61c1b9db-268c-4588-800f-a88c566b1052,e51e77e7-dd7b-4b92-bb09-9b63885b9ee3,40,4534.81,181392.4
6a10690d-b77b-4b28-aac3-ca4f239096e4,af7de32b-fc68-4d10-bd2d-0c361275c10e,0257b008-13d2-4282-9e0c-4cc89e42e37d,30,68.34,2050.2
1108d962-79d3-4e1e-b053-699a3a205a97,af7de32b-fc68-4d10-bd2d-0c361275c10e,c3034392-46c0-4de7-a693-1ab0b84f702a,79,607.54,47995.66
e30c0f61-4d4e-4562-bfe6-0dd554aeae10,be97b016-e57e-4af1-80b2-c8f26fbfacde,15c9839c-062e-403b-8fa0-6bdd223273c1,6,173.1,1038.6
c24942b0-910a-4b7e-a049-7146180e6076,326cf621-f223-4bcf-be22-9e3277af1a41,f96de01a-f1c4-4d61-9c4a-db8b5ccbb7ab,14,3873.5,54229.0
c71af03e-3ab4-4337-ae2f-7f9f6d522ea6,3fb20f03-400a-4107-8afa-3f995aab9bb3,055f364f-d958-4190-97fb-67de6dc15427,19,3271.58,62160.02
287891e0-579e-4754-89df-9813465a452b,3fb20f03-400a-4107-8afa-3f995aab9bb3,9c8c434b-b669-4c38-af51-880a479da455,85,23961.26,2036707.1
816af6a1-d2e0-474b-8a94-5de002447168,3fb20f03-400a-4107-8afa-3f995aab9bb3,a1b5eaa5-e4d5-462b-8d75-3268133792ef,61,277.34,16917.74
0bf33e54-76bb-416c-a0e0-e09cfee78529,3fb20f03-400a-4107-8afa-3f995aab9bb3,3cefe427-0919-4c54-ae48-03774fc99c60,74,1747.43,129309.82
86fc7e47-eb8a-486b-9227-fd4fe3d7c416,3f6adb81-6dff-4754-b6b0-b4a0dda1e2b1,c3034392-46c0-4de7-a693-1ab0b84f702a,82,616.13,50522.66
7b87214e-7905-4712-bd9f-9586b66ac888,3f6adb81-6dff-4754-b6b0-b4a0dda1e2b1,8fcabcda-6030-4dc7-a86a-a2a05b666573,31,471.3,14610.3
b0e5435a-56eb-4c49-870d-bce7bd01a87f,3f6adb81-6dff-4754-b6b0-b4a0dda1e2b1,d0419f61-bff9-4cce-89cb-8694555f3dc4,100,1536.56,153656.0
51f04fb5-5256-4514-acb7-8e8f62fdf3f5,7a870483-107e-49e0-b35c-2dfab91903af,e366f76e-01bb-4b12-89e3-a3ebacf86d96,28,286.88,8032.64
4800144a-562e-4f66-a690-01cadc0a0445,78336011-4bc2-4640-a97b-a4cbe9b3f949,2050438c-a5ff-41b7-b24d-813cd2719c36,15,1747.95,26219.25
554a724c-50cc-45e5-af22-10be7f5323fd,78336011-4bc2-4640-a97b-a4cbe9b3f949,eee40ac0-c6bd-4bbe-814d-23e15b5f02ab,93,368.41,34262.13
