id,company_id,branch_id,user_id,category,description,amount,expense_date,status,created_at
1256a1da-5ad3-4121-9357-82a009534d86,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,aadd1a3f-3f20-499a-b950-51966ac9090c,Salaries,Staff salaries - May 2022,759887.49,2022-05-28,approved,2022-05-28T13:54:55
ed24bf49-35e5-472b-9e85-4b3404cac138,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,Utilities,Electricity and water - May 2022,15217.87,2022-05-15,approved,2022-05-15T11:03:43
0d63d7fd-9a78-46c6-bba8-11070c75840d,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,Rent,Monthly office rent - May 2022,143456.5,2022-05-01,approved,2022-05-01T14:09:47
8aa0872d-cbff-4dc0-b417-ee4c04f93971,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,f577e0e3-284e-4c71-8d16-74f51d0fe305,Salaries,Staff salaries - May 2022,373448.93,2022-05-28,approved,2022-05-28T09:20:22
f3ac1de9-622c-4926-82e4-1218e043fcc4,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,Utilities,Electricity and water - May 2022,6682.55,2022-05-15,approved,2022-05-15T10:27:58
6ee2c8d3-f47d-4eb1-983a-6bef5d4e0415,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,Rent,Monthly office rent - May 2022,51191.91,2022-05-01,approved,2022-05-01T09:38:30
360945fd-118c-45f5-a229-c2c46cfc46d5,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,aadd1a3f-3f20-499a-b950-51966ac9090c,Salaries,Staff salaries - May 2022,513308.98,2022-05-28,approved,2022-05-28T17:57:43
a1ffdd80-ca0b-4adb-975d-35be2c08b0b5,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,ea13a2c7-2a88-40f3-b073-4e507c524f18,Utilities,Electricity and water - May 2022,9499.71,2022-05-15,approved,2022-05-15T08:33:33
b593c7c5-29fc-4617-b4c7-6b9af323ed55,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,f577e0e3-284e-4c71-8d16-74f51d0fe305,Rent,Monthly office rent - June 2022,109082.0,2022-06-01,approved,2022-06-01T08:51:33
d775fca0-d83a-4c20-883d-8323cf3511b4,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,ea13a2c7-2a88-40f3-b073-4e507c524f18,Salaries,Staff salaries - June 2022,709369.01,2022-06-28,approved,2022-06-28T08:16:18
23228612-6213-493f-9086-89ea715d40b7,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,ea13a2c7-2a88-40f3-b073-4e507c524f18,Utilities,Electricity and water - June 2022,15000.79,2022-06-15,approved,2022-06-15T09:23:43
dde364a7-77ee-4c3f-b845-69a4917c0ed8,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,f0e9f4da-9ca0-492d-a21e-3f8a819f9184,Rent,Monthly office rent - June 2022,157582.36,2022-06-01,approved,2022-06-01T13:55:56
804e895d-1d27-41f9-86ca-f6d0fa033f8e,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,163b0e08-1801-4ae5-af8c-f287fbcdff7c,Salaries,Staff salaries - June 2022,284716.45,2022-06-28,approved,2022-06-28T12:42:05
d15a8c11-19b6-4f0f-b9dd-bd71c5ac9bf0,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,ea13a2c7-2a88-40f3-b073-4e507c524f18,Utilities,Electricity and water - June 2022,16861.58,2022-06-15,approved,2022-06-15T14:41:56
f0c4a30e-d05c-45f7-88cc-4bcb446fe579,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,f577e0e3-284e-4c71-8d16-74f51d0fe305,Rent,Monthly office rent - June 2022,179928.61,2022-06-01,approved,2022-06-01T14:37:29
91905282-1c58-465f-bac0-a0df2c3fc3f9,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,eaefa70d-63c2-4537-b86d-2205b826bb2e,Salaries,Staff salaries - June 2022,259667.77,2022-06-28,approved,2022-06-28T12:23:53
a36ca216-f0ba-46a2-a71f-d459ab789af6,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,4736f247-39f8-400c-b9ea-519dfbb485f6,Utilities,Electricity and water - June 2022,14917.22,2022-06-15,approved,2022-06-15T16:27:51
b002317b-ffff-44e9-9828-8d21f3950c15,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,f17772cf-7a8e-4e04-aeef-8c148fe1a7e5,Rent,Monthly office rent - July 2022,128286.04,2022-07-01,approved,2022-07-01T18:50:37
035a8cc5-d2c3-4d2a-8542-ac65dfc5b629,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,9a16d7d2-dc18-4141-a14f-3394de4b98bc,Salaries,Staff salaries - July 2022,516642.47,2022-07-28,approved,2022-07-28T12:51:35
221595ae-306e-4c9e-8934-9c2040ecf5cb,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,f0e9f4da-9ca0-492d-a21e-3f8a819f9184,Utilities,Electricity and water - July 2022,23014.19,2022-07-15,approved,2022-07-15T11:40:47
aaf8eb55-6bc4-4f47-a50c-f4a9e438e97f,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,ea13a2c7-2a88-40f3-b073-4e507c524f18,Rent,Monthly office rent - July 2022,183783.0,2022-07-01,approved,2022-07-01T13:59:38
62617209-bb38-4949-b2f9-d3a196b66271,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,7760d86e-b342-473c-8c64-b55d64aa491a,Salaries,Staff salaries - July 2022,493686.22,2022-07-28,approved,2022-07-28T11:48:06
63a4d4b9-1ac0-41f7-a5d7-170a9ef8695c,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,Utilities,Electricity and water - July 2022,27594.62,2022-07-15,approved,2022-07-15T16:51:03
f4c0546d-9f3e-48c0-ae5d-c7eb709bfcb6,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,f577e0e3-284e-4c71-8d16-74f51d0fe305,Rent,Monthly office rent - July 2022,138508.28,2022-07-01,approved,2022-07-01T13:36:27
412add33-4c56-44d3-b4d4-453074b3349a,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,f17772cf-7a8e-4e04-aeef-8c148fe1a7e5,Salaries,Staff salaries - July 2022,671975.98,2022-07-28,approved,2022-07-28T10:45:43
d9e4f0ae-a39f-490f-aef4-f1f5704edbd8,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,9a16d7d2-dc18-4141-a14f-3394de4b98bc,Utilities,Electricity and water - July 2022,23739.16,2022-07-15,approved,2022-07-15T17:27:35
534e1980-8656-4d80-b8a3-2e137f028c66,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,163b0e08-1801-4ae5-af8c-f287fbcdff7c,Rent,Monthly office rent - August 2022,136487.22,2022-08-01,approved,2022-08-01T12:42:47
d2983bd1-29e6-4166-9b0c-41d81a226410,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,aadd1a3f-3f20-499a-b950-51966ac9090c,Salaries,Staff salaries - August 2022,746561.54,2022-08-28,approved,2022-08-28T15:15:52
7a2fcd00-b65c-4fc9-9829-ae0baeb07042,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,5a96b78c-2c6b-4aaa-88b5-7c7485705113,Utilities,Electricity and water - August 2022,20731.29,2022-08-15,approved,2022-08-15T13:26:52
cd708de5-c3e4-4bf9-b21c-f63e864f7498,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,f17772cf-7a8e-4e04-aeef-8c148fe1a7e5,Rent,Monthly office rent - August 2022,104638.59,2022-08-01,approved,2022-08-01T08:01:58
24582c18-23c5-4f79-99c0-9f127c75acdf,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,f17772cf-7a8e-4e04-aeef-8c148fe1a7e5,Salaries,Staff salaries - August 2022,793066.79,2022-08-28,approved,2022-08-28T16:55:47
4d3dbde2-a9f9-4720-b151-b11bdebd4fcc,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,163b0e08-1801-4ae5-af8c-f287fbcdff7c,Utilities,Electricity and water - August 2022,23958.83,2022-08-15,approved,2022-08-15T08:54:57
fc5d1e64-2dfa-4667-bcfb-90e5703730ab,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,ea13a2c7-2a88-40f3-b073-4e507c524f18,Rent,Monthly office rent - August 2022,66439.78,2022-08-01,approved,2022-08-01T18:11:34
bc3e46b7-88cf-449d-a4be-3a5caea25c67,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,7760d86e-b342-473c-8c64-b55d64aa491a,Salaries,Staff salaries - August 2022,569465.64,2022-08-28,approved,2022-08-28T08:26:10
31419c9a-6a9e-451f-bb7d-168663912956,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,f577e0e3-284e-4c71-8d16-74f51d0fe305,Utilities,Electricity and water - August 2022,14835.11,2022-08-15,approved,2022-08-15T11:29:23
9aa00e44-b905-4eb3-8ecf-b204f9e0b2d3,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,f577e0e3-284e-4c71-8d16-74f51d0fe305,Rent,Monthly office rent - September 2022,130944.34,2022-09-01,approved,2022-09-01T18:20:01
76850569-25c7-469d-a812-1a804026d12e,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,f17772cf-7a8e-4e04-aeef-8c148fe1a7e5,Salaries,Staff salaries - September 2022,598849.44,2022-09-28,approved,2022-09-28T18:49:41
5fab7ced-6ba7-4066-86b3-3874cccf63fb,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,Utilities,Electricity and water - September 2022,28199.66,2022-09-15,approved,2022-09-15T12:18:53
d1ff712a-9f19-4dca-a950-81a86a2f1af0,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,Rent,Monthly office rent - September 2022,157502.8,2022-09-01,approved,2022-09-01T15:32:04
81f18d7e-1ba1-4882-bbed-84377ab8c82d,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,5a96b78c-2c6b-4aaa-88b5-7c7485705113,Salaries,Staff salaries - September 2022,488504.03,2022-09-28,approved,2022-09-28T14:10:14
1954ea7b-96fe-4190-99f1-f9d5daedc61a,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,Utilities,Electricity and water - September 2022,9257.29,2022-09-15,approved,2022-09-15T14:04:45
f3021a7a-5378-4acf-acc7-6dcb0b807f85,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,4736f247-39f8-400c-b9ea-519dfbb485f6,Rent,Monthly office rent - September 2022,139593.05,2022-09-01,approved,2022-09-01T10:05:53
0af8bf15-511b-4595-b168-837227f538c6,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,3f0519f3-383c-48a1-8609-f4b51fd5ecd4,Salaries,Staff salaries - September 2022,688565.51,2022-09-28,approved,2022-09-28T14:14:57
e438be28-f4d6-46d4-8f57-63c3f307152e,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,f0e9f4da-9ca0-492d-a21e-3f8a819f9184,Utilities,Electricity and water - September 2022,17369.67,2022-09-15,approved,2022-09-15T08:43:48
9d52b901-d13e-45b4-9757-d48d9b50e30a,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,5a96b78c-2c6b-4aaa-88b5-7c7485705113,Rent,Monthly office rent - October 2022,184009.95,2022-10-01,approved,2022-10-01T17:20:39
9944c0bc-b196-47ae-98bb-2a98e7a2faac,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,f577e0e3-284e-4c71-8d16-74f51d0fe305,Salaries,Staff salaries - October 2022,359130.85,2022-10-28,approved,2022-10-28T13:12:36
9a022e9d-4a5e-418b-abd9-36f31afa759b,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,eaefa70d-63c2-4537-b86d-2205b826bb2e,Utilities,Electricity and water - October 2022,15526.39,2022-10-15,approved,2022-10-15T17:54:30
10e62c70-19ac-4284-a06e-e4ae679c5f9e,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,ea13a2c7-2a88-40f3-b073-4e507c524f18,Rent,Monthly office rent - October 2022,181700.82,2022-10-01,approved,2022-10-01T17:25:46
5538396a-1c89-4967-a251-83df94bceb3f,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,f577e0e3-284e-4c71-8d16-74f51d0fe305,Salaries,Staff salaries - October 2022,577638.97,2022-10-28,approved,2022-10-28T16:40:07
33602dca-7323-419c-97ba-590dee308d7a,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,9a16d7d2-dc18-4141-a14f-3394de4b98bc,Utilities,Electricity and water - October 2022,23304.95,2022-10-15,approved,2022-10-15T17:07:12
51528148-4902-4860-ad5c-94744b6e2e75,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,f17772cf-7a8e-4e04-aeef-8c148fe1a7e5,Rent,Monthly office rent - October 2022,125754.06,2022-10-01,approved,2022-10-01T18:52:08
e1e86ebb-11d1-43c8-b2a8-61c76be6a0a0,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,f0e9f4da-9ca0-492d-a21e-3f8a819f9184,Salaries,Staff salaries - October 2022,497254.96,2022-10-28,approved,2022-10-28T14:38:22
56e031bc-fb0b-4a1a-978e-fc7609a975ae,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,ea13a2c7-2a88-40f3-b073-4e507c524f18,Utilities,Electricity and water - October 2022,19999.99,2022-10-15,approved,2022-10-15T17:16:00
0b2803c6-8254-4fdf-abb8-2bba2888bbdc,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,ea13a2c7-2a88-40f3-b073-4e507c524f18,Rent,Monthly office rent - November 2022,52692.0,2022-11-01,approved,2022-11-01T10:33:42
d5f85803-3ade-44f0-8d5d-317b0263683d,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,163b0e08-1801-4ae5-af8c-f287fbcdff7c,Salaries,Staff salaries - November 2022,567790.77,2022-11-28,approved,2022-11-28T08:21:46
70e80310-ff3c-4a14-98e3-de9265946a3f,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,aadd1a3f-3f20-499a-b950-51966ac9090c,Utilities,Electricity and water - November 2022,17082.98,2022-11-15,approved,2022-11-15T10:27:10
7aebc5b4-f6d8-44ab-83c8-a302dd83a3a1,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,f17772cf-7a8e-4e04-aeef-8c148fe1a7e5,Rent,Monthly office rent - November 2022,57319.23,2022-11-01,approved,2022-11-01T12:46:31
25be1749-ba80-4805-8e77-72ffcce326d7,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,ea13a2c7-2a88-40f3-b073-4e507c524f18,Salaries,Staff salaries - November 2022,215957.47,2022-11-28,approved,2022-11-28T15:18:24
39784e91-f1cf-4c3a-8887-fdbdf653e73b,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,ea13a2c7-2a88-40f3-b073-4e507c524f18,Utilities,Electricity and water - November 2022,22604.54,2022-11-15,approved,2022-11-15T17:30:13
