id,company_id,category_id,name,sku,cost_price,selling_price,unit,is_active,created_at
35b4790f-35a5-4620-b0a3-99a3af200f08,00000000-0000-0000-0000-000000000001,d2de49c0-a1b5-44d0-b1a1-2567acd96a6f,Whiteboard Marker Set,STA-0022,126.66,235.08,box,True,2021-09-01T09:00:00
4bb586c3-cd53-40a5-b0a5-56f41ca4da8c,00000000-0000-0000-0000-000000000001,d2de49c0-a1b5-44d0-b1a1-2567acd96a6f,Stapler Heavy Duty,STA-0023,358.4,713.05,pcs,True,2021-09-01T09:00:00
f56c4221-4aa1-46d0-b124-8d9820a24955,00000000-0000-0000-0000-000000000001,d2de49c0-a1b5-44d0-b1a1-2567acd96a6f,File Cabinet A4,STA-0024,840.98,1842.19,roll,True,2021-09-01T09:00:00
62f59711-d345-4776-ba1c-9f705b40eefa,00000000-0000-0000-0000-000000000001,d2de49c0-a1b5-44d0-b1a1-2567acd96a6f,Notebook B5 Pack,STA-0025,202.18,308.25,pcs,True,2021-09-01T09:00:00
abb65833-1f15-4937-83e0-5ef31b34e28e,00000000-0000-0000-0000-000000000001,4fbcbd9b-8687-4ba6-a2b2-a60017ef7fae,Green Tea 100g,FOO-0026,164.92,304.79,pcs,True,2021-09-01T09:00:00
2510e254-29c7-413a-8930-064acc23e0c5,00000000-0000-0000-0000-000000000001,4fbcbd9b-8687-4ba6-a2b2-a60017ef7fae,Instant Coffee 200g,FOO-0027,247.46,371.69,pcs,False,2021-09-01T09:00:00
ca8a5f29-d81b-4644-84cd-5891e212a59b,00000000-0000-0000-0000-000000000001,4fbcbd9b-8687-4ba6-a2b2-a60017ef7fae,Mixed Nuts 500g,FOO-0028,477.05,849.12,box,True,2021-09-01T09:00:00
95d1ea10-3387-487c-b9e0-a8e01e78b892,00000000-0000-0000-0000-000000000001,4fbcbd9b-8687-4ba6-a2b2-a60017ef7fae,Protein Bar Box,FOO-0029,589.55,1260.9,box,True,2021-09-01T09:00:00
451edece-298d-4392-84a9-ab8704039fc1,00000000-0000-0000-0000-000000000001,4fbcbd9b-8687-4ba6-a2b2-a60017ef7fae,Mineral Water 12pk,FOO-0030,169.45,364.93,pcs,True,2021-09-01T09:00:00
2b8992f9-b556-4667-844e-ec478a0135db,00000000-0000-0000-0000-000000000001,388277d9-01ef-48ba-8bcd-7660faa2da92,Vitamin C Tablets,PHA-0031,88.56,142.83,kg,True,2021-09-01T09:00:00
9a9249df-4eaf-416a-b512-8b1b80578f21,00000000-0000-0000-0000-000000000001,388277d9-01ef-48ba-8bcd-7660faa2da92,Paracetamol Strip,PHA-0032,18.26,51.49,roll,True,2021-09-01T09:00:00
d05afd37-e653-4cc8-b1b5-698c041ab977,00000000-0000-0000-0000-000000000001,388277d9-01ef-48ba-8bcd-7660faa2da92,Hand Sanitizer 500ml,PHA-0033,97.67,157.2,set,True,2021-09-01T09:00:00
6ee3aef9-d63c-4ecf-87d6-e76c2a6a268d,00000000-0000-0000-0000-000000000001,388277d9-01ef-48ba-8bcd-7660faa2da92,Digital Thermometer,PHA-0034,301.96,599.99,pcs,True,2021-09-01T09:00:00
abd209ce-eda3-4b78-bcf8-deaf81c37c39,00000000-0000-0000-0000-000000000001,388277d9-01ef-48ba-8bcd-7660faa2da92,Blood Glucose Monitor,PHA-0035,2020.61,2761.55,litre,True,2021-09-01T09:00:00
aeccf1b7-3de3-4aae-8d4b-ffe77f212bfb,00000000-0000-0000-0000-000000000001,68cb66c3-09a4-4957-94a1-ef2b42961cdf,Engine Oil 5L,AUT-0036,968.73,1844.01,kg,True,2021-09-01T09:00:00
17bc0382-26c5-4a90-8bdb-59f7d3f963d2,00000000-0000-0000-0000-000000000001,68cb66c3-09a4-4957-94a1-ef2b42961cdf,Brake Pads Set,AUT-0037,546.0,1261.42,pcs,True,2021-09-01T09:00:00
45e95b25-0053-4fe3-a4ea-c13ccf3e2124,00000000-0000-0000-0000-000000000001,68cb66c3-09a4-4957-94a1-ef2b42961cdf,Car Battery 65Ah,AUT-0038,4966.91,9060.43,box,True,2021-09-01T09:00:00
d4eb0c40-3b3d-4e1f-a672-353879b98b3f,00000000-0000-0000-0000-000000000001,68cb66c3-09a4-4957-94a1-ef2b42961cdf,Wiper Blades Pair,AUT-0039,331.96,628.86,kg,True,2021-09-01T09:00:00
23554f24-8ab0-477e-97f2-40f9e2e9d2ee,00000000-0000-0000-0000-000000000001,68cb66c3-09a4-4957-94a1-ef2b42961cdf,Air Filter,AUT-0040,217.63,547.94,pcs,True,2021-09-01T09:00:00
6d425cbb-5231-4e6b-ae67-f4894bb3111c,00000000-0000-0000-0000-000000000001,ac6dc2ad-bbf0-419b-96a9-e910c07a409b,LEGO City Set,TOY-0041,1277.69,2734.27,pcs,True,2021-09-01T09:00:00
3291ceba-979e-49e9-bedb-4255e6ed5105,00000000-0000-0000-0000-000000000001,ac6dc2ad-bbf0-419b-96a9-e910c07a409b,Remote Control Car,TOY-0042,808.91,1827.32,pcs,False,2021-09-01T09:00:00
17d20f21-9726-4c5a-91bb-09c90a37808f,00000000-0000-0000-0000-000000000001,ac6dc2ad-bbf0-419b-96a9-e910c07a409b,Board Game Family,TOY-0043,675.69,1326.47,set,True,2021-09-01T09:00:00
68adf499-c0ed-430f-8ee8-66b9d08b1175,00000000-0000-0000-0000-000000000001,ac6dc2ad-bbf0-419b-96a9-e910c07a409b,Puzzle 1000 pieces,TOY-0044,359.38,687.33,pcs,True,2021-09-01T09:00:00
223c7f1a-cdf4-4b0c-ba22-3f681d472a04,00000000-0000-0000-0000-000000000001,ac6dc2ad-bbf0-419b-96a9-e910c07a409b,Action Figure Set,TOY-0045,382.58,771.11,kg,True,2021-09-01T09:00:00
0b81ca2c-e22b-4b02-955e-9b6498730fe8,00000000-0000-0000-0000-000000000001,1731c294-6f91-48fe-a9d0-15d64ae20ed7,Yoga Mat 6mm,SPO-0046,486.14,1078.42,box,True,2021-09-01T09:00:00
4d482624-14a0-462d-a1a3-d37eef1c23f1,00000000-0000-0000-0000-000000000001,1731c294-6f91-48fe-a9d0-15d64ae20ed7,Dumbbell Pair 5kg,SPO-0047,706.48,1425.24,box,True,2021-09-01T09:00:00
927a9643-e61f-4abf-af7f-7c538958dab2,00000000-0000-0000-0000-000000000001,1731c294-6f91-48fe-a9d0-15d64ae20ed7,Resistance Band Set,SPO-0048,305.14,517.31,box,True,2021-09-01T09:00:00
b53dabc8-da24-4aef-92af-c502ae7d9275,00000000-0000-0000-0000-000000000001,1731c294-6f91-48fe-a9d0-15d64ae20ed7,Jump Rope Speed,SPO-0049,193.09,394.83,litre,True,2021-09-01T09:00:00
44d57250-3035-4464-8b48-ce4d2ea55d0e,00000000-0000-0000-0000-000000000001,1731c294-6f91-48fe-a9d0-15d64ae20ed7,Gym Gloves,SPO-0050,385.81,642.43,roll,True,2021-09-01T09:00:00
6d3d8f6e-12ca-4780-a42d-ca47215411e7,00000000-0000-0000-0000-000000000001,c126f111-f910-454a-b772-8d5187690e81,Shampoo 400ml,BEA-0051,221.32,362.65,pcs,True,2021-09-01T09:00:00
e726516f-6d38-492e-bf70-30b475b7822b,00000000-0000-0000-0000-000000000001,c126f111-f910-454a-b772-8d5187690e81,Face Serum 30ml,BEA-0052,654.44,1358.07,box,True,2021-09-01T09:00:00
0cf8bc81-3e95-427a-9595-17c5eca46d07,00000000-0000-0000-0000-000000000001,c126f111-f910-454a-b772-8d5187690e81,Sunscreen SPF50,BEA-0053,402.37,698.25,pcs,True,2021-09-01T09:00:00
2defa1c3-d5dd-466a-8ac5-9d631e118409,00000000-0000-0000-0000-000000000001,c126f111-f910-454a-b772-8d5187690e81,Electric Toothbrush,BEA-0054,1208.16,2527.09,pcs,True,2021-09-01T09:00:00
9fad937c-bba8-47c5-82de-3ebdfe76cc0d,00000000-0000-0000-0000-000000000001,c126f111-f910-454a-b772-8d5187690e81,Perfume 50ml EDP,BEA-0055,1455.28,3081.5,pcs,True,2021-09-01T09:00:00
daf54a69-f33b-4f46-b115-7c013ff617f2,00000000-0000-0000-0000-000000000001,63f85eb1-0afc-4933-abd5-0967b7e29b74,Python Data Science,BOO-0056,502.98,810.56,box,False,2021-09-01T09:00:00
2eb29e57-c097-4dc3-9d1c-6584cb47647d,00000000-0000-0000-0000-000000000001,63f85eb1-0afc-4933-abd5-0967b7e29b74,Business Strategy,BOO-0057,361.6,771.37,roll,True,2021-09-01T09:00:00
30d7276f-364f-4360-ac7e-3f10f5f66222,00000000-0000-0000-0000-000000000001,63f85eb1-0afc-4933-abd5-0967b7e29b74,Machine Learning A-Z,BOO-0058,572.75,1067.56,litre,True,2021-09-01T09:00:00
85c1e8e5-6d70-462f-a4fb-60888d1e0b4d,00000000-0000-0000-0000-000000000001,63f85eb1-0afc-4933-abd5-0967b7e29b74,Financial Modeling,BOO-0059,518.3,976.69,roll,True,2021-09-01T09:00:00
e65e182e-8956-4759-86ae-bd82ac92d30b,00000000-0000-0000-0000-000000000001,63f85eb1-0afc-4933-abd5-0967b7e29b74,Management Accounting,BOO-0060,441.0,942.08,set,True,2021-09-01T09:00:00
55286215-853a-4600-9247-207fcb9a919f,00000000-0000-0000-0000-000000000001,c18c21c0-f8a6-43d7-9e5d-1c012fb85fa0,Cordless Drill 18V,HAR-0061,3129.74,6411.54,pcs,True,2021-09-01T09:00:00
96234a43-181f-4a91-8bfa-4e50782f0bb2,00000000-0000-0000-0000-000000000001,c18c21c0-f8a6-43d7-9e5d-1c012fb85fa0,Angle Grinder 115mm,HAR-0062,1998.36,3946.34,pcs,True,2021-09-01T09:00:00
64a2b7bd-a93d-473e-b30e-1716e2d0677a,00000000-0000-0000-0000-000000000001,c18c21c0-f8a6-43d7-9e5d-1c012fb85fa0,Measuring Tape 10m,HAR-0063,214.27,439.64,set,True,2021-09-01T09:00:00
e2803781-b7dd-42dd-8886-01955dc4bf3a,00000000-0000-0000-0000-000000000001,c18c21c0-f8a6-43d7-9e5d-1c012fb85fa0,Socket Wrench Set,HAR-0064,1369.95,2315.5,box,True,2021-09-01T09:00:00
c0c5bab9-e34d-4587-b949-2136a4132600,00000000-0000-0000-0000-000000000001,c18c21c0-f8a6-43d7-9e5d-1c012fb85fa0,Safety Goggles,HAR-0065,155.49,263.67,pcs,True,2021-09-01T09:00:00
e5d3c72d-3d83-493b-8dfd-4540d5d9811d,00000000-0000-0000-0000-000000000001,30ed3c03-4aec-41b9-ad0b-366efab1f06d,Bubble Wrap Roll 50m,PAC-0066,352.09,678.41,set,True,2021-09-01T09:00:00
ab85583e-7941-4515-9e42-d6f584bf9655,00000000-0000-0000-0000-000000000001,30ed3c03-4aec-41b9-ad0b-366efab1f06d,Cardboard Box 40x30,PAC-0067,15.73,29.91,litre,True,2021-09-01T09:00:00
56bf461e-bcf9-4686-bc39-3981b7a25916,00000000-0000-0000-0000-000000000001,30ed3c03-4aec-41b9-ad0b-366efab1f06d,Stretch Wrap 500m,PAC-0068,306.0,556.69,pcs,False,2021-09-01T09:00:00
c60b7484-6afe-4af4-8ee3-2415ae29ef8f,00000000-0000-0000-0000-000000000001,30ed3c03-4aec-41b9-ad0b-366efab1f06d,Packing Tape 12pk,PAC-0069,154.71,352.48,pcs,True,2021-09-01T09:00:00
cd2baffd-7a49-4d4b-814f-10213646716c,00000000-0000-0000-0000-000000000001,30ed3c03-4aec-41b9-ad0b-366efab1f06d,Foam Sheets 5mm,PAC-0070,75.55,154.06,set,True,2021-09-01T09:00:00
9732d3ea-4429-460e-aba3-60137c8fe47a,00000000-0000-0000-0000-000000000001,4649b934-e5b5-462e-b356-655ab601bd37,Steel Rod 12mm 6m,RAW-0071,722.45,1466.95,litre,True,2021-09-01T09:00:00
374db197-cf73-48e6-b713-f9f48456b58b,00000000-0000-0000-0000-000000000001,4649b934-e5b5-462e-b356-655ab601bd37,Copper Wire 1.5mm 100m,RAW-0072,1079.09,2056.33,litre,True,2021-09-01T09:00:00
8c9fb99e-40cd-4fe2-a980-02ec36269a99,00000000-0000-0000-0000-000000000001,4649b934-e5b5-462e-b356-655ab601bd37,Aluminium Sheet 1mx2m,RAW-0073,1494.35,2383.6,set,True,2021-09-01T09:00:00
924ff049-28ae-46f8-a62f-9038e512c2c9,00000000-0000-0000-0000-000000000001,4649b934-e5b5-462e-b356-655ab601bd37,PVC Pipe 110mm 3m,RAW-0074,190.01,347.37,set,True,2021-09-01T09:00:00
90944231-c618-4ba0-8126-57f7a3e5ddb1,00000000-0000-0000-0000-000000000001,4649b934-e5b5-462e-b356-655ab601bd37,Epoxy Resin 1kg,RAW-0075,538.14,953.39,litre,True,2021-09-01T09:00:00
e1273ab0-7e90-4cbe-ab27-01dc4adf8162,00000000-0000-0000-0000-000000000001,214489d1-6219-49d2-be97-e940c1d2194a,Caustic Soda 25kg,CHE-0076,1027.14,1656.13,box,True,2021-09-01T09:00:00
71f624c0-faf1-4a0e-b0ca-b1ecab4e3833,00000000-0000-0000-0000-000000000001,214489d1-6219-49d2-be97-e940c1d2194a,Hydrogen Peroxide 5L,CHE-0077,374.13,651.32,pcs,True,2021-09-01T09:00:00
4230d32a-2387-4fc6-b9b4-6443fd220cdf,00000000-0000-0000-0000-000000000001,214489d1-6219-49d2-be97-e940c1d2194a,Acetone 5L,CHE-0078,527.96,1092.87,pcs,True,2021-09-01T09:00:00
f61f786d-bfbe-4302-9524-3043687e61d5,00000000-0000-0000-0000-000000000001,214489d1-6219-49d2-be97-e940c1d2194a,Isopropanol 5L,CHE-0079,498.02,867.75,roll,True,2021-09-01T09:00:00
58f743f3-4320-4cea-a592-1c4e32c5a48e,00000000-0000-0000-0000-000000000001,214489d1-6219-49d2-be97-e940c1d2194a,Sodium Carbonate 50kg,CHE-0080,670.05,1242.0,kg,True,2021-09-01T09:00:00
fac6127a-5487-4c5c-a7ea-bb2042509896,00000000-0000-0000-0000-000000000001,b7779030-b669-455a-a6cd-48ec9d03fa2b,Cable 1.5mm2 100m,ELE-0081,1879.96,3391.61,pcs,True,2021-09-01T09:00:00
c43f017f-7168-44b9-a220-61235d3e7fc6,00000000-0000-0000-0000-000000000001,b7779030-b669-455a-a6cd-48ec9d03fa2b,MCB 32A,ELE-0082,106.12,207.21,box,True,2021-09-01T09:00:00
ffaeda83-1622-469b-abf3-ee76b852e44d,00000000-0000-0000-0000-000000000001,b7779030-b669-455a-a6cd-48ec9d03fa2b,Distribution Board 8way,ELE-0083,1571.0,2734.88,roll,True,2021-09-01T09:00:00
d549ed7a-7066-4bff-865b-cb96022a4063,00000000-0000-0000-0000-000000000001,b7779030-b669-455a-a6cd-48ec9d03fa2b,LED Bulb 9W 6pk,ELE-0084,211.76,400.29,box,True,2021-09-01T09:00:00
ac08b04c-2866-45ef-aa72-41e390c55378,00000000-0000-0000-0000-000000000001,b7779030-b669-455a-a6cd-48ec9d03fa2b,Extension Cord 5m 4way,ELE-0085,338.48,694.8,set,True,2021-09-01T09:00:00
2f8623bd-f52c-49b7-a825-da00b11cedbc,00000000-0000-0000-0000-000000000001,ea5d07be-288b-4170-bfbe-e844fa068458,Fertilizer NPK 50kg,AGR-0086,1157.79,1901.58,box,True,2021-09-01T09:00:00
b2720e94-d455-49bf-985f-d012a278f2a4,00000000-0000-0000-0000-000000000001,ea5d07be-288b-4170-bfbe-e844fa068458,Drip Irrigation Kit,AGR-0087,3289.5,7415.38,kg,True,2021-09-01T09:00:00
520f24dd-6e33-4262-b2f4-2b6446c450c1,00000000-0000-0000-0000-000000000001,ea5d07be-288b-4170-bfbe-e844fa068458,Pesticide Spray 1L,AGR-0088,309.18,586.52,kg,True,2021-09-01T09:00:00
6fc7cdff-dbab-44a7-a92b-7f995b8da53d,00000000-0000-0000-0000-000000000001,ea5d07be-288b-4170-bfbe-e844fa068458,Greenhouse Net 50m,AGR-0089,604.98,1493.53,roll,True,2021-09-01T09:00:00
09847cdd-7322-4e6e-b847-99bf0ef32825,00000000-0000-0000-0000-000000000001,ea5d07be-288b-4170-bfbe-e844fa068458,Seed Tray 72-cell,AGR-0090,93.36,204.73,pcs,True,2021-09-01T09:00:00
4e1754f0-2d41-4b0e-90c9-df22970bcba3,00000000-0000-0000-0000-000000000001,4380f83e-8962-43ce-b9a0-a12438e5046c,Floor Cleaner 5L,CLE-0091,260.96,550.76,set,True,2021-09-01T09:00:00
778f3133-33ce-407c-8d4d-5bbc4f2f1768,00000000-0000-0000-0000-000000000001,4380f83e-8962-43ce-b9a0-a12438e5046c,Disinfectant 5L,CLE-0092,305.34,541.26,litre,True,2021-09-01T09:00:00
616347f8-352e-430e-a925-3da822f2fb86,00000000-0000-0000-0000-000000000001,4380f83e-8962-43ce-b9a0-a12438e5046c,Microfibre Cloth 10pk,CLE-0093,234.99,503.54,box,True,2021-09-01T09:00:00
c4a84943-18be-47f1-a6fc-4f23d8988ed4,00000000-0000-0000-0000-000000000001,4380f83e-8962-43ce-b9a0-a12438e5046c,Mop & Bucket Set,CLE-0094,582.41,1193.11,set,True,2021-09-01T09:00:00
994ec596-4ee2-4dc9-bd25-dff39bf77520,00000000-0000-0000-0000-000000000001,4380f83e-8962-43ce-b9a0-a12438e5046c,Industrial Vacuum,CLE-0095,8114.15,16714.03,pcs,True,2021-09-01T09:00:00
79f083f3-ec93-412f-8f6e-b560ab09afd3,00000000-0000-0000-0000-000000000001,1264ab7d-b229-44ae-a6a1-15502a6b635c,Router WiFi6,NET-0096,4112.49,9678.4,set,True,2021-09-01T09:00:00
2cd5237e-1b3c-4eb9-a639-f8d3ab030d40,00000000-0000-0000-0000-000000000001,1264ab7d-b229-44ae-a6a1-15502a6b635c,Network Switch 24port,NET-0097,6248.27,12019.48,roll,False,2021-09-01T09:00:00
a230a510-f18a-4dbc-97c2-6493da50dc95,00000000-0000-0000-0000-000000000001,1264ab7d-b229-44ae-a6a1-15502a6b635c,Cat6 Cable 305m,NET-0098,2990.36,4513.42,kg,True,2021-09-01T09:00:00
f5fc8474-0f63-4350-ad4d-3e05cbe1291b,00000000-0000-0000-0000-000000000001,1264ab7d-b229-44ae-a6a1-15502a6b635c,Patch Panel 24port,NET-0099,1609.78,3043.48,litre,True,2021-09-01T09:00:00
e79253ed-3a72-4a75-a245-459ee1fc1e1d,00000000-0000-0000-0000-000000000001,1264ab7d-b229-44ae-a6a1-15502a6b635c,Network Rack 9U,NET-0100,4865.39,10526.53,pcs,True,2021-09-01T09:00:00
451a830b-74c3-4c82-b3e3-35a007108fd5,00000000-0000-0000-0000-000000000002,d0435562-81d9-4f28-84e1-fa810e591023,Laptop Pro 15,ELE-0001,49670.55,69756.03,litre,True,2021-09-01T09:00:00
dc8bc93d-6732-47e7-8a18-d2bab937e0a6,00000000-0000-0000-0000-000000000002,d0435562-81d9-4f28-84e1-fa810e591023,Wireless Earbuds,ELE-0002,2317.33,4636.66,roll,True,2021-09-01T09:00:00
729693d7-2960-451e-86e5-257f31d0ac51,00000000-0000-0000-0000-000000000002,d0435562-81d9-4f28-84e1-fa810e591023,USB-C Hub 7-in-1,ELE-0003,1073.99,1888.28,litre,True,2021-09-01T09:00:00
7dff0732-937d-4b44-b66e-e7e97c0993a5,00000000-0000-0000-0000-000000000002,d0435562-81d9-4f28-84e1-fa810e591023,Mechanical Keyboard,ELE-0004,3562.82,5885.04,pcs,True,2021-09-01T09:00:00
f96de01a-f1c4-4d61-9c4a-db8b5ccbb7ab,00000000-0000-0000-0000-000000000002,d0435562-81d9-4f28-84e1-fa810e591023,Webcam 4K,ELE-0005,3727.25,6011.2,litre,True,2021-09-01T09:00:00
ee2f94ca-5305-4a9e-91ee-cf8fcdaca02e,00000000-0000-0000-0000-000000000002,9edc75bb-064e-429c-8fc3-8371315ca480,Mens Polo Shirt,CLO-0006,361.12,939.89,set,True,2021-09-01T09:00:00
0c05f074-6565-47ba-a6e2-7dec9364d060,00000000-0000-0000-0000-000000000002,9edc75bb-064e-429c-8fc3-8371315ca480,Womens Kurta,CLO-0007,519.96,1342.74,box,True,2021-09-01T09:00:00
9d41a7c0-7270-4cba-b4a8-440ae0580451,00000000-0000-0000-0000-000000000002,9edc75bb-064e-429c-8fc3-8371315ca480,Denim Jeans,CLO-0008,888.12,1792.28,roll,True,2021-09-01T09:00:00
3438e861-d142-4b94-abcc-c9070062d756,00000000-0000-0000-0000-000000000002,9edc75bb-064e-429c-8fc3-8371315ca480,Sports Joggers,CLO-0009,736.05,1562.0,roll,False,2021-09-01T09:00:00
a2b9d406-2a48-49a3-9a4d-fd0154fb93f0,00000000-0000-0000-0000-000000000002,9edc75bb-064e-429c-8fc3-8371315ca480,Winter Jacket,CLO-0010,2134.54,3568.67,pcs,True,2021-09-01T09:00:00
51f7c243-3b83-415a-a943-0a9a6431ce7d,00000000-0000-0000-0000-000000000002,cc546be1-00cd-4b96-aca3-df0bac457648,Microwave 20L,HOM-0011,5000.37,7975.74,litre,True,2021-09-01T09:00:00
14734e34-9f7a-4207-b247-5d966fc8612f,00000000-0000-0000-0000-000000000002,cc546be1-00cd-4b96-aca3-df0bac457648,Air Purifier,HOM-0012,7016.6,14419.25,box,True,2021-09-01T09:00:00
bc3a6de5-8832-49cf-8809-2fc09b203f4b,00000000-0000-0000-0000-000000000002,cc546be1-00cd-4b96-aca3-df0bac457648,Electric Kettle,HOM-0013,820.24,1450.48,kg,False,2021-09-01T09:00:00
13df3b64-d3a9-4406-a253-f069392c7d7a,00000000-0000-0000-0000-000000000002,cc546be1-00cd-4b96-aca3-df0bac457648,Ceiling Fan 5-blade,HOM-0014,1373.1,2469.72,kg,False,2021-09-01T09:00:00
3903ee7b-8308-4a7a-b59c-739db2f0a93f,00000000-0000-0000-0000-000000000002,cc546be1-00cd-4b96-aca3-df0bac457648,Water Purifier RO,HOM-0015,8836.58,14820.67,pcs,True,2021-09-01T09:00:00
07fcdeee-418d-4c03-9755-c1474d974d9f,00000000-0000-0000-0000-000000000002,8d937e0a-e7cc-4303-b53f-a21d136a5061,Office Chair Ergonomic,FUR-0016,5774.47,12480.75,box,True,2021-09-01T09:00:00
088cc24b-3a3a-465f-ad62-04703b90faab,00000000-0000-0000-0000-000000000002,8d937e0a-e7cc-4303-b53f-a21d136a5061,Standing Desk 140cm,FUR-0017,11909.47,20325.89,litre,True,2021-09-01T09:00:00
0709044b-f6f6-40ec-8665-2a4af08a9225,00000000-0000-0000-0000-000000000002,8d937e0a-e7cc-4303-b53f-a21d136a5061,Bookshelf 5-tier,FUR-0018,4524.37,7191.75,box,True,2021-09-01T09:00:00
164e9747-efe6-4c5e-960f-5d3229d4c884,00000000-0000-0000-0000-000000000002,8d937e0a-e7cc-4303-b53f-a21d136a5061,Sofa 3-seater,FUR-0019,21408.06,51301.87,pcs,True,2021-09-01T09:00:00
