id,sale_id,product_id,quantity,unit_price,discount_pct,line_total
d3d645e9-8fa0-4c21-8c2f-34f0049833ba,77b9c259-6d2d-48b6-86b9-5994ed439c0d,5a793d9e-2e0f-4408-91a2-ec4759f3124f,6,9951.58,0.0,59709.48
886714de-035e-48a0-b8f0-70612fadd3c9,94258007-f48b-4741-b9c1-5f05d5a4fea2,91af09ce-c049-4218-bfc3-79b4d2e2810c,18,1532.25,0.0,27580.5
fb2a1c24-75dc-4f65-9318-1a8801308ff6,94258007-f48b-4741-b9c1-5f05d5a4fea2,3921ee1e-afbc-4bdf-a8c5-ed1b795d6942,19,726.82,0.05,13119.1
d8ca83ac-d118-414c-b8b8-24d959dfaa25,2be610b5-2d47-4e35-a6ec-b1a76783a042,5a793d9e-2e0f-4408-91a2-ec4759f3124f,2,10171.19,0.0,20342.38
6a59e612-ce31-4165-a25b-05f29e65d60b,8b54a2bb-368f-45cd-8055-15f7a0384b28,6d3d8f6e-12ca-4780-a42d-ca47215411e7,19,337.92,0.1,5778.43
1aa6d43e-aa96-4097-9296-c2406321e4a4,8b54a2bb-368f-45cd-8055-15f7a0384b28,c22051fb-624e-4485-ab9d-c543f257b80e,6,1039.7,0.0,6238.2
c05be83c-c3de-4af4-9345-31abfd0a234d,8b54a2bb-368f-45cd-8055-15f7a0384b28,994ec596-4ee2-4dc9-bd25-dff39bf77520,3,16032.22,0.0,48096.66
3315d1c8-53c9-4f32-a499-6f9aef763ceb,8b54a2bb-368f-45cd-8055-15f7a0384b28,613f6443-6cf9-485d-8895-6d88c4313bc9,14,14528.76,0.0,203402.64
e992ed9a-0c17-4a03-be1f-4a89cf176ad4,8b54a2bb-368f-45cd-8055-15f7a0384b28,09847cdd-7322-4e6e-b847-99bf0ef32825,5,212.86,0.05,1011.09
f48dc28c-09b9-4110-bce7-f5edb6ff9fe5,d6867d3f-9f10-4667-a988-3b537af53138,a7c78358-cfd6-42ae-8abf-d274b0635e4e,17,347.14,0.0,5901.38
dcb49e10-d006-434e-bd0a-1b86afadc036,7406a049-ef3d-4a7b-9a1e-b9f41b9c1cd1,a309c1dc-5aa3-4dbd-b16e-08fef8debb43,5,1712.31,0.0,8561.55
2e961c35-b04c-42ed-9702-26d5f2d74934,7406a049-ef3d-4a7b-9a1e-b9f41b9c1cd1,3903ee7b-8308-4a7a-b59c-739db2f0a93f,2,14154.11,0.0,28308.22
40000571-de20-4a61-9d4e-2e0277dc72e5,7406a049-ef3d-4a7b-9a1e-b9f41b9c1cd1,e93ea70c-701d-4843-b874-8a06903856e2,18,1054.14,0.0,18974.52
6dc5569f-3ab3-407c-ba8e-32e4b8ce8507,7406a049-ef3d-4a7b-9a1e-b9f41b9c1cd1,a704fc2e-b4e7-4ca4-b48f-749a867e4173,15,835.22,0.05,11901.89
e5b5ac6d-14dc-4fe3-ac8a-5eafeb6dcab5,1e5dca6c-205b-4827-9e7d-28b00a123683,85a27422-3d2d-415f-a2ed-46b9c2024e8a,8,381.22,0.05,2897.27
ad0edad8-88a1-42e1-91b6-a6fb66a72bf9,1e5dca6c-205b-4827-9e7d-28b00a123683,7dff0732-937d-4b44-b66e-e7e97c0993a5,3,5613.77,0.0,16841.31
8f39e356-e14c-4bad-aee7-22a25ad9f654,98ea4c05-93d5-4698-a5e0-8bc13ff5b311,de568940-f139-48de-8876-8fa256e5e319,3,735.48,0.0,2206.44
a502d4ac-78f9-43df-8ad6-ec530e1135d0,4b075bd8-2617-4ef7-b9d8-27752dcc4a40,cd2baffd-7a49-4d4b-814f-10213646716c,1,156.21,0.0,156.21
263dd410-c0d2-4be0-b025-0166803f77ec,4b075bd8-2617-4ef7-b9d8-27752dcc4a40,65185463-9721-480d-87cf-d5fe9d651caf,19,381.01,0.0,7239.19
57c75bfa-18c9-493c-b21a-da2c2768385a,a59b9c86-e96d-42dd-8c49-800b24d1354a,e93ea70c-701d-4843-b874-8a06903856e2,5,1010.01,0.0,5050.05
b15cb1c3-329e-4046-a556-619ccc67d83d,a59b9c86-e96d-42dd-8c49-800b24d1354a,cdc27fd2-ac6d-4a61-9f00-82f939c8b945,14,1180.51,0.05,15700.78
613cbb37-5683-481b-9d9b-01c8bc56c824,a59b9c86-e96d-42dd-8c49-800b24d1354a,146339ea-a7c8-489b-a2df-fa14465238ec,13,14431.72,0.15,159470.51
844c7b89-2a12-4b83-844a-588902673f38,a59b9c86-e96d-42dd-8c49-800b24d1354a,58a47ebd-7b4d-4e0c-b52a-1fe0fc047592,20,1277.57,0.0,25551.4
601c13b3-4e8c-4f80-80c2-822dbc5a4580,a59b9c86-e96d-42dd-8c49-800b24d1354a,4082492b-d30c-4b46-8d3c-88e20224cecf,16,298.78,0.0,4780.48
40de4bab-3c4e-42e4-a99b-88e2ce99c935,07d72f71-f122-48b3-8c54-81a6f2bbcfcd,f61f786d-bfbe-4302-9524-3043687e61d5,12,847.39,0.0,10168.68
3e6d1d11-1549-4525-8425-6d8158def387,87692733-8f2d-4c3c-92ce-34d88a8ca327,7984bb8a-903a-4d97-9d87-764c832df283,5,604.0,0.05,2869.0
df8718fb-23a0-48c5-a735-d5e629c56207,87692733-8f2d-4c3c-92ce-34d88a8ca327,33aff7d7-1dbe-4210-af01-5b0e248a45d2,20,3554.31,0.0,71086.2
6d87ff99-4ab9-447a-b875-c0686d41804e,f126cce0-af75-4746-b170-994b9c6d2818,088cc24b-3a3a-465f-ad62-04703b90faab,10,19922.04,0.05,189259.38
e8f96675-6a42-4767-92a9-af3fa50c122c,f531610c-a30b-4383-92f3-4c020e5cae07,088cc24b-3a3a-465f-ad62-04703b90faab,4,21683.53,0.15,73724.0
b6131fbf-f21e-4596-ae4b-bf0d6711013a,f531610c-a30b-4383-92f3-4c020e5cae07,14734e34-9f7a-4207-b247-5d966fc8612f,14,13725.91,0.0,192162.74
e630a2ac-523e-460a-87ec-0a946c04816b,f531610c-a30b-4383-92f3-4c020e5cae07,e684455d-3e26-40f5-ba9e-95fd0a57c1e0,11,967.1,0.05,10106.19
e798d24e-d1b0-4801-86f4-eb5fea490e3a,d3516159-a62d-4fcd-bbec-9e69c89b86d4,e366f76e-01bb-4b12-89e3-a3ebacf86d96,2,564.38,0.0,1128.76
01bf10e7-13b1-4df5-bc9d-13eef3e40a28,d3516159-a62d-4fcd-bbec-9e69c89b86d4,a704fc2e-b4e7-4ca4-b48f-749a867e4173,14,902.43,0.0,12634.02
47e146e7-644d-413b-b27c-d3e2ba7f956d,1ba86018-a720-4343-a078-43bcb304b596,a06f1df5-be73-410d-8c85-d463df710286,14,1088.94,0.05,14482.9
bb4b669c-f22f-4b2a-a18d-21c1961d8903,1ba86018-a720-4343-a078-43bcb304b596,4082492b-d30c-4b46-8d3c-88e20224cecf,9,303.21,0.0,2728.89
c9ebb73a-d46b-4b0b-85ec-12358cd3f6bd,d29675d7-790d-429a-8cb7-d3546ffc5adf,cee3d979-7d6c-4600-9f12-4b4db3adf7b1,19,270.8,0.0,5145.2
7650d1b1-6b48-47db-8630-c57ad018b381,d29675d7-790d-429a-8cb7-d3546ffc5adf,2c02c0be-d80b-4095-915c-0b5a0400b506,20,1977.32,0.05,37569.08
823ea58a-d7bc-440a-a82f-70521da04b6f,d29675d7-790d-429a-8cb7-d3546ffc5adf,ff17e11c-7dcc-4f6c-9f58-291256896ee2,19,10424.23,0.0,198060.37
ef02f880-8dc3-4b38-a80b-e29fba155ee4,6a1fefe8-80b3-42b2-a95c-876616995951,2fa1495e-2842-4def-97e9-f0ae8bf630ca,2,34600.96,0.15,58821.63
664ffac3-17dc-44b7-a800-a5269cdaac2c,6a1fefe8-80b3-42b2-a95c-876616995951,c3256a7c-b886-4192-bfce-03454079660f,14,522.46,0.1,6583.0
d2c475e0-e347-4385-9d37-caa89c730839,6a1fefe8-80b3-42b2-a95c-876616995951,4082492b-d30c-4b46-8d3c-88e20224cecf,20,313.09,0.0,6261.8
cda48ad3-97c5-45b0-8018-44fcc4c79036,6a1fefe8-80b3-42b2-a95c-876616995951,b717d59b-5114-4a6f-9c47-4a9fdf1e17ac,7,2060.0,0.05,13699.0
ff8f8682-ee6e-4660-a4cf-55f4137c6f53,6a1fefe8-80b3-42b2-a95c-876616995951,07fcdeee-418d-4c03-9755-c1474d974d9f,1,12221.66,0.0,12221.66
d76e1a37-7ab0-472e-8254-78dd7db8066a,95beca4f-bab8-492f-b3c0-ae9c81cbf4ce,85c1e8e5-6d70-462f-a4fb-60888d1e0b4d,4,1043.32,0.0,4173.28
5763847b-6a56-45fa-955d-134ed8676c1b,95beca4f-bab8-492f-b3c0-ae9c81cbf4ce,374db197-cf73-48e6-b713-f9f48456b58b,12,1950.02,0.05,22230.23
5c010a85-876d-4f4c-83ed-3fe11bb8b19d,95beca4f-bab8-492f-b3c0-ae9c81cbf4ce,0b81ca2c-e22b-4b02-955e-9b6498730fe8,18,1067.36,0.0,19212.48
83a02b42-a5c4-4e59-9176-7e1370561bdb,d7e05c42-367b-4663-8f88-487f54c03ad0,088cc24b-3a3a-465f-ad62-04703b90faab,4,20760.13,0.05,78888.49
3a110c3c-402a-43cf-a963-fc24bc11844c,d7e05c42-367b-4663-8f88-487f54c03ad0,901933a7-9c8b-4c91-90a7-9d99e2ecb51e,2,996.03,0.1,1792.85
20925d55-fe17-4ecd-90d4-89f6463f7db1,d7e05c42-367b-4663-8f88-487f54c03ad0,7984bb8a-903a-4d97-9d87-764c832df283,7,582.73,0.0,4079.11
1f968650-15f7-4eae-8328-fdb91d75586c,d7e05c42-367b-4663-8f88-487f54c03ad0,eba20569-8673-43b9-b7b0-b4d93a0ca3c1,13,3140.26,0.1,36741.04
ff190fbb-ad2f-4782-8240-1b601993dff8,1fbd3a6b-03c5-4b46-809d-e57777c370db,00838c15-5890-4bdb-bd1a-420d14f3d80a,9,803.41,0.0,7230.69
3198916e-8b09-49ac-86cc-6a7cab1b6ce9,5d0089ed-6e1f-4da1-9535-efabe698b6dc,c43f017f-7168-44b9-a220-61235d3e7fc6,6,222.43,0.15,1134.39
edfd70ef-5f36-4714-a9e8-5b661fa8b584,5d0089ed-6e1f-4da1-9535-efabe698b6dc,68adf499-c0ed-430f-8ee8-66b9d08b1175,8,693.46,0.0,5547.68
3fdff404-fab4-46a3-b887-09e517224d11,5d0089ed-6e1f-4da1-9535-efabe698b6dc,0b81ca2c-e22b-4b02-955e-9b6498730fe8,20,1103.34,0.1,19860.12
c1317daf-661b-4b0b-9b81-8b6304b99e8d,b4f941dc-431a-43c7-9354-1488f32b0e30,9c8c434b-b669-4c38-af51-880a479da455,17,44132.09,0.05,712733.25
a1dcbe8e-0e94-4f14-baea-82a02f17af58,c3c20c38-e3b6-4591-bbbe-cbd4a0fbb545,300b3419-b64f-4133-b0cf-3f1410b08bc8,1,353.6,0.05,335.92
578ccbdf-2a40-4333-bd78-a7749e43d060,c3c20c38-e3b6-4591-bbbe-cbd4a0fbb545,e0d9ec22-10fe-41a4-a368-44e1e4c5e5db,3,699.91,0.0,2099.73
fbfeeeeb-096b-428c-8baf-d7afac958a98,8c6fff1a-c520-4fd8-a6cf-dbafa8e11b65,a704fc2e-b4e7-4ca4-b48f-749a867e4173,9,859.61,0.0,7736.49
293d72a2-c680-4943-86ae-b7d7247fde6e,b3d81e94-9596-4264-a550-2e7234deb9fa,90cd1bcf-6e90-4742-8acb-e8071474108b,7,1632.87,0.0,11430.09
d68f9fd5-1056-46fa-ab68-c74e34d25860,b3d81e94-9596-4264-a550-2e7234deb9fa,8c417c71-eb82-4dbc-a0ca-764f1fcea7da,1,3990.46,0.0,3990.46
beff1a61-400e-44e4-83ba-300568cd9f82,b3d81e94-9596-4264-a550-2e7234deb9fa,91af09ce-c049-4218-bfc3-79b4d2e2810c,3,1389.76,0.0,4169.28
522d2464-3d1d-42f7-a00e-52b3ed09d83c,b3d81e94-9596-4264-a550-2e7234deb9fa,1831f8b6-38a1-4bef-be90-cf517a3496ee,11,2483.96,0.0,27323.56
1be4d866-e9aa-43d1-953f-c7ad0974f5e0,6ce4eadf-d7bf-4e23-8f99-3400ce6fe6ac,d549ed7a-7066-4bff-865b-cb96022a4063,18,368.59,0.05,6302.89
bae1c7ad-b1cb-4620-b7ec-0e4a3348a9cf,6ce4eadf-d7bf-4e23-8f99-3400ce6fe6ac,c43f017f-7168-44b9-a220-61235d3e7fc6,9,221.35,0.0,1992.15
e2cab0af-5fad-4920-863f-f99f302172ba,6e671d67-7649-4781-87fd-cbbd87ab757e,c4a84943-18be-47f1-a6fc-4f23d8988ed4,5,1148.74,0.0,5743.7
d46c3d97-91a6-44c9-ae89-30fcbab1cb19,6081693c-64f3-4761-bd19-f70c201f5626,e32f41f9-87e9-409a-8462-9e6db6fb35e1,9,622.56,0.0,5603.04
93651774-7b56-4511-a56d-d09708ed1abc,6081693c-64f3-4761-bd19-f70c201f5626,d8f1caca-e51c-42fa-83ca-ca253b219936,19,281.48,0.1,4813.31
da1f768d-169f-40bc-9cab-c6663881164c,6081693c-64f3-4761-bd19-f70c201f5626,4cce66f4-260a-4a5a-a375-324edf79cf75,16,158.47,0.0,2535.52
318bd99e-19b8-49bb-aa2e-2cd5fc56c1da,6081693c-64f3-4761-bd19-f70c201f5626,2d0d411b-3dc6-470c-acad-004a4f027adc,20,9277.17,0.1,166989.06
4a0be8de-000a-4f8f-b9d4-87b69e9426a6,beda69c6-8b0a-424f-8ada-a3be0277473a,15c9839c-062e-403b-8fa0-6bdd223273c1,2,324.58,0.0,649.16
384234cd-ea3f-46c1-a2a4-30027225cb5a,b166e912-353e-4e05-9886-bb9ba16a7286,05e6886d-c622-40c7-9c04-ec77bcfabb42,8,389.27,0.05,2958.45
244ce267-65f8-4bb3-8b3a-424f996e556f,b166e912-353e-4e05-9886-bb9ba16a7286,8ad88a04-ca46-435e-87d4-396cb005a6d2,12,590.3,0.0,7083.6
491bf648-14d7-45b1-9f04-447ea0edb885,375ce5dd-d69e-4f8e-9d45-4ac9598bd1f6,8c9fb99e-40cd-4fe2-a980-02ec36269a99,4,2406.85,0.05,9146.03
2b3801e2-0e30-46ad-9772-7bb0336996b3,375ce5dd-d69e-4f8e-9d45-4ac9598bd1f6,451edece-298d-4392-84a9-ab8704039fc1,3,369.25,0.05,1052.36
5bc0e76c-c281-4cff-8513-b5beb638c7ff,d6dc0a57-51e9-40f5-95aa-216600856539,164e9747-efe6-4c5e-960f-5d3229d4c884,6,52134.44,0.05,297166.31
541c3e5b-c5ed-4a7f-a9f6-b954cdfc0717,d6dc0a57-51e9-40f5-95aa-216600856539,4082492b-d30c-4b46-8d3c-88e20224cecf,8,323.25,0.0,2586.0
4c357b30-6838-4723-b009-96e030617c70,a12f3d94-8d5e-4a70-86fd-c9b3b8be8270,f9cc4dfd-dea3-4da6-b0a1-6b2cbea7b376,1,394.88,0.0,394.88
331aa13f-416f-4cdb-a843-33401a9c6d03,a12f3d94-8d5e-4a70-86fd-c9b3b8be8270,4cccbf03-a392-4850-9096-a78dec0d1afa,14,1126.92,0.0,15776.88
6fc98e2f-4cea-40e5-bbf3-dcf3e096c6f4,7d75556d-9d14-4237-bb41-96d9b7e5c768,7c291bd7-b4c6-4bd2-934f-cbc5fca7bfd2,12,1155.04,0.0,13860.48
a4029b17-c62f-4c41-adf6-52f2067c8e9b,7d75556d-9d14-4237-bb41-96d9b7e5c768,164e9747-efe6-4c5e-960f-5d3229d4c884,8,47590.36,0.0,380722.88
a8fb68f0-bed4-492b-9f01-7d2d968f4767,5225e217-ebc6-487f-be70-0aecf008bb21,3921ee1e-afbc-4bdf-a8c5-ed1b795d6942,9,745.75,0.0,6711.75
2b0e66c6-38b5-4c6b-a265-67d5a98a28c5,5225e217-ebc6-487f-be70-0aecf008bb21,36bbdbfe-8537-483e-9c36-96c6ec93bc9d,2,91618.22,0.0,183236.44
71c14d8b-b31e-4d1a-b528-632b21e5a7ec,5225e217-ebc6-487f-be70-0aecf008bb21,b4cd3b6d-8811-402d-9c4e-48c80c58ee3d,11,1100.77,0.1,10897.62
79d04bf7-23a4-4ed4-9b7f-9733a6e2cb45,9b3b7831-f412-4ae1-a1b1-fef5b258f210,31458971-3a9c-421d-be7a-1002af4bf4c9,4,889.49,0.0,3557.96
ac0a58fc-cf64-4346-90f2-b93562c5e20c,9b3b7831-f412-4ae1-a1b1-fef5b258f210,7c9cd5af-78bd-46f3-8e89-1b42be40ac87,16,448.93,0.15,6105.45
55029fae-83fd-4aa2-be76-1393e50fb787,9b3b7831-f412-4ae1-a1b1-fef5b258f210,869aae43-f41e-49ba-b987-ab0927338a32,11,339.83,0.0,3738.13
b0eef09b-676c-4bd6-b536-9be0a0596148,9b3b7831-f412-4ae1-a1b1-fef5b258f210,496ffcaf-67fc-4613-9369-456c5db9c167,3,10716.97,0.0,32150.91
b890bd72-31e0-474a-99f6-36b224eebb0b,ec620183-34bc-4142-a87c-46aa0978d7bd,0cf8bc81-3e95-427a-9595-17c5eca46d07,16,654.07,0.0,10465.12
250b5ccf-e658-4bcc-8cc8-4155d92860a2,ec620183-34bc-4142-a87c-46aa0978d7bd,abb65833-1f15-4937-83e0-5ef31b34e28e,19,317.55,0.05,5731.78
1654fcf5-0c61-497d-b1dd-2b71cdaeca33,568ac4c7-3536-43f0-9b4f-be5022c098af,67684a4f-747f-43d6-be4f-3869d718aada,3,1280.87,0.0,3842.61
1ea9ed3a-ab36-4aa6-95d2-158ac4ec3e3d,568ac4c7-3536-43f0-9b4f-be5022c098af,764e624c-616b-400e-95fc-b8d8e2d49738,10,2571.2,0.05,24426.4
1f9eb195-5592-4615-96fa-d628d9e45bcd,568ac4c7-3536-43f0-9b4f-be5022c098af,4cce66f4-260a-4a5a-a375-324edf79cf75,4,151.13,0.1,544.07
e6f38f30-d0ed-4564-b9e3-6cfb547bb36c,568ac4c7-3536-43f0-9b4f-be5022c098af,e5e92654-cfff-42af-98dc-c9d7d78107a3,4,781.6,0.1,2813.76
ccacd555-594f-48dc-a0bd-76a1bccf129d,568ac4c7-3536-43f0-9b4f-be5022c098af,1e5d2bde-c08f-4303-8dfb-72fa62f8895f,6,303.82,0.0,1822.92
626c17a7-3df0-4c3d-9135-947896f7a093,5ea90374-4b94-49f3-a5c0-f6bb7baf1542,b4cd3b6d-8811-402d-9c4e-48c80c58ee3d,9,1046.37,0.0,9417.33
286797cd-e46d-4d48-8ce2-ed64e29dbf8e,5ea90374-4b94-49f3-a5c0-f6bb7baf1542,8c223240-e225-44e5-876a-568baa118961,13,2538.07,0.0,32994.91
697f6bb8-6e63-47f7-89cc-5cdfd1332f58,acea9369-fb6f-4292-bb91-90d57a8546e4,0709044b-f6f6-40ec-8665-2a4af08a9225,4,6677.55,0.0,26710.2
cdde6467-67da-44d9-939e-7cba5abd820e,acea9369-fb6f-4292-bb91-90d57a8546e4,a041a7be-5532-45cd-a918-2db954a57ac1,9,176.4,0.05,1508.22
d5dde67d-79d9-4e34-9599-c82e03ca878a,7bb6663e-f639-4ad4-8d8f-f5b793d5e7e2,e366f76e-01bb-4b12-89e3-a3ebacf86d96,10,547.28,0.0,5472.8
7ed2dff2-abd6-4fa1-bacf-63392b9da02a,5dd8b0cc-5934-4061-bbab-ef18e3d31cd4,fed431d2-bca8-41f0-8541-b746582a4a15,1,180.76,0.0,180.76
57cf9e77-6650-414a-898b-1e9fd5972921,5dd8b0cc-5934-4061-bbab-ef18e3d31cd4,28664619-ff24-4694-b930-1a5dbe6091f1,1,239.59,0.0,239.59
743b3fbf-9b1d-4a49-b549-0a70dee7d16a,0fc197db-5c1a-47c9-b73c-6f07a9c1fd62,6cab6d05-199b-4733-801f-a41bf2896231,19,2594.99,0.0,49304.81
cc19ae84-0d48-489d-9c5a-bc60485a4433,ce78c25d-323f-48fa-87f6-8dd766a85be9,abd209ce-eda3-4b78-bcf8-deaf81c37c39,1,2906.37,0.0,2906.37
7fe93efb-29fe-4b1f-910d-97dbc5cde270,ce78c25d-323f-48fa-87f6-8dd766a85be9,09847cdd-7322-4e6e-b847-99bf0ef32825,11,217.55,0.1,2153.75
4e334cb2-2f9b-48eb-89e7-00b907e1f864,ce78c25d-323f-48fa-87f6-8dd766a85be9,ab85583e-7941-4515-9e42-d6f584bf9655,20,29.84,0.0,596.8
3072a3be-72c4-49b4-be76-9d7d8f9c3c81,ce78c25d-323f-48fa-87f6-8dd766a85be9,44d57250-3035-4464-8b48-ce4d2ea55d0e,17,665.89,0.0,11320.13
a9f15e8a-b651-425f-b32c-7cad58b887ea,ce78c25d-323f-48fa-87f6-8dd766a85be9,64a2b7bd-a93d-473e-b30e-1716e2d0677a,14,464.7,0.05,6180.51
5ecf4fee-4d2d-4795-adfa-26a6a2f7f820,851d3abb-98c4-4136-9b37-601ef4682684,5c804b54-c729-49e7-9560-e9ca2767949a,19,718.01,0.15,11595.86
8fa8ca8f-ebfe-49ff-8e3d-bae7d0f5ecd2,851d3abb-98c4-4136-9b37-601ef4682684,819b3f6f-d7fb-4218-939a-691e3cdb4b50,10,896.96,0.05,8521.12
1f050718-a3a0-4e7d-a158-035e162dd1cf,b79770ab-7fdc-4483-b411-f805c24dac34,616347f8-352e-430e-a925-3da822f2fb86,15,518.12,0.05,7383.21
1cef71e3-0a82-49ca-84c0-fb08ae19fbbd,b79770ab-7fdc-4483-b411-f805c24dac34,6b3e9a6d-fc0d-4ed4-9f29-ebe9ba4a5d21,10,29532.78,0.05,280561.41
5cc2ed4f-2b14-4523-bd5c-e0b83ba2c004,0d5ee573-356a-4aa1-8c41-7ffa9ebf444e,ab85583e-7941-4515-9e42-d6f584bf9655,10,27.54,0.0,275.4
54ce8b4c-7ce9-402f-8906-4fbc7741a1bd,fc38570e-f091-4ffc-bb76-adfce6a9afd8,38b11d32-c043-40ef-b693-ab2a60ae5318,8,7795.95,0.15,53012.46
b1f5b673-1fa8-46fb-858f-ff8e6cec4096,fc38570e-f091-4ffc-bb76-adfce6a9afd8,23554f24-8ab0-477e-97f2-40f9e2e9d2ee,8,575.27,0.05,4372.05
44f76b0b-5e32-4a73-9b7a-bf5ebd0e1ead,a3c4fd1f-fdc4-426a-881f-5f568bf3b784,33aff7d7-1dbe-4210-af01-5b0e248a45d2,9,3121.37,0.05,26687.71
581f89e8-26d4-4f2e-b4e8-c5de98c01232,a3c4fd1f-fdc4-426a-881f-5f568bf3b784,765d48f9-55e1-4afb-9861-bad8aadbf156,10,339.49,0.0,3394.9
d4aa87b8-c682-4ded-9178-162fef9d4478,345a78e2-aa12-4a6f-998e-25594775b0a5,2c02c0be-d80b-4095-915c-0b5a0400b506,14,2064.65,0.15,24569.34
75029368-d362-41e1-bc6d-34f5edd9f491,345a78e2-aa12-4a6f-998e-25594775b0a5,9ea7c217-eace-4875-9bde-db30c286656d,1,1372.85,0.0,1372.85
b7aa9018-ee07-4de3-86be-5062dee32f09,345a78e2-aa12-4a6f-998e-25594775b0a5,ef84c682-cb00-443f-b43b-03058e6f44c3,5,2703.11,0.0,13515.55
a279787e-3177-4c33-b946-90696ddaafb7,345a78e2-aa12-4a6f-998e-25594775b0a5,4b080d0f-0274-4f84-bab2-f20890b76d3c,8,364.42,0.0,2915.36
500ab998-8b43-4027-bf8b-7f4b6d738feb,52ad50e6-4577-4640-b9c0-e02744d089c4,c22051fb-624e-4485-ab9d-c543f257b80e,2,1082.87,0.15,1840.88
ecfea50b-c291-463c-9780-5ee78581ee58,52ad50e6-4577-4640-b9c0-e02744d089c4,38b11d32-c043-40ef-b693-ab2a60ae5318,4,8202.25,0.0,32809.0
34aa1efc-f58c-45f0-947d-87a1655f36aa,3a143b45-5f24-43a9-be77-710045cc4cfa,6b3e9a6d-fc0d-4ed4-9f29-ebe9ba4a5d21,18,30073.18,0.0,541317.24
7b251db4-6b32-4690-998e-ad4159d5e885,49537aeb-a0e1-43d9-a75f-a5713305042e,20fceb67-8e83-4614-88dc-e8dd306d36b4,4,20206.98,0.0,80827.92
9370471e-ded4-4717-b537-a08e02139a5d,49537aeb-a0e1-43d9-a75f-a5713305042e,374db197-cf73-48e6-b713-f9f48456b58b,1,2165.8,0.0,2165.8
aad338f0-f3e9-4126-82fd-a4ab46442bb4,fb16e332-eb53-4d5f-8b7a-7fe027da24db,15c9839c-062e-403b-8fa0-6bdd223273c1,7,301.26,0.0,2108.82
f6520008-fb71-47d4-9539-44668b9c6a81,fb16e332-eb53-4d5f-8b7a-7fe027da24db,8fcabcda-6030-4dc7-a86a-a2a05b666573,4,827.85,0.0,3311.4
043939de-2772-498e-b166-762d0c457046,fb16e332-eb53-4d5f-8b7a-7fe027da24db,eba20569-8673-43b9-b7b0-b4d93a0ca3c1,9,3288.42,0.05,28115.99
424449db-c4ea-4f51-978d-f7da0bd001ae,e6033b42-c1b2-4067-8a6f-232955801281,e2803781-b7dd-42dd-8886-01955dc4bf3a,6,2262.8,0.1,12219.12
b211c705-3b43-441f-98ff-5f10377cd0f6,e6033b42-c1b2-4067-8a6f-232955801281,f5fc8474-0f63-4350-ad4d-3e05cbe1291b,17,2902.64,0.15,41943.15
a36bee0f-fa6c-4482-8663-2262ec9364fe,e6033b42-c1b2-4067-8a6f-232955801281,64a2b7bd-a93d-473e-b30e-1716e2d0677a,17,431.95,0.0,7343.15
00ceda39-4c0d-4f9b-aec3-785e26890fb9,e6033b42-c1b2-4067-8a6f-232955801281,45e95b25-0053-4fe3-a4ea-c13ccf3e2124,5,8845.69,0.05,42017.03
d7e4a35e-2631-40e2-a788-ca2737ce0340,e6033b42-c1b2-4067-8a6f-232955801281,40dc5713-9c2f-4c64-bbcf-1239b8daddf2,11,4920.83,0.1,48716.22
