id,company_id,reference_type,reference_id,amount,payment_method,payment_date,created_at
8a549684-480d-4b7e-ad78-516f42fe5ea2,00000000-0000-0000-0000-000000000001,sale,95beca4f-bab8-492f-b3c0-ae9c81cbf4ce,53826.87,cheque,2024-08-02,2024-08-02T15:41:31
93a941e2-d0f6-4ddb-ba5a-8838eb1f4ed9,00000000-0000-0000-0000-000000000002,sale,1fbd3a6b-03c5-4b46-809d-e57777c370db,2759.75,cash,2024-03-30,2024-03-30T11:09:10
3d6a6904-7edb-4753-b02a-2d49151a10b5,00000000-0000-0000-0000-000000000001,sale,5d0089ed-6e1f-4da1-9535-efabe698b6dc,11943.79,cheque,2022-03-08,2022-03-08T12:14:15
aedad3f0-4f67-45d1-9f42-3e9c7e8b0ddb,00000000-0000-0000-0000-000000000003,sale,b4f941dc-431a-43c7-9354-1488f32b0e30,784006.57,cash,2023-10-29,2023-10-29T11:48:05
4e1475e7-0390-4989-a274-5a1579b8fe46,00000000-0000-0000-0000-000000000003,sale,c3c20c38-e3b6-4591-bbbe-cbd4a0fbb545,1525.25,cash,2022-07-21,2022-07-21T10:31:19
e5ebc565-bf89-457e-806d-2b2b4b15d9b0,00000000-0000-0000-0000-000000000003,sale,b3d81e94-9596-4264-a550-2e7234deb9fa,51604.73,cash,2022-09-10,2022-09-10T17:53:12
6c7a2482-607c-483b-9abb-d0172ed7c9e6,00000000-0000-0000-0000-000000000001,sale,6ce4eadf-d7bf-4e23-8f99-3400ce6fe6ac,9788.15,bank_transfer,2022-03-14,2022-03-14T18:47:40
d2a7b0d5-df71-4f12-9e49-82eb18b69a19,00000000-0000-0000-0000-000000000002,sale,beda69c6-8b0a-424f-8ada-a3be0277473a,714.08,cash,2023-12-27,2023-12-27T16:45:27
28deef29-26b6-4880-93fe-053722ad342d,00000000-0000-0000-0000-000000000003,sale,b166e912-353e-4e05-9886-bb9ba16a7286,11046.25,cheque,2022-03-15,2022-03-15T08:31:32
431a1ce4-7e0b-4721-9be4-1ce434835a71,00000000-0000-0000-0000-000000000001,sale,375ce5dd-d69e-4f8e-9d45-4ac9598bd1f6,12034.1,cheque,2023-04-23,2023-04-23T12:16:42
75c5b4aa-08bd-4228-a497-c2ccb15b1925,00000000-0000-0000-0000-000000000003,sale,a12f3d94-8d5e-4a70-86fd-c9b3b8be8270,10882.67,cash,2024-04-17,2024-04-17T11:15:57
c786bafc-6ac8-4d30-a875-527560c36a9e,00000000-0000-0000-0000-000000000003,sale,5225e217-ebc6-487f-be70-0aecf008bb21,220930.39,cash,2022-12-25,2022-12-25T13:17:49
3fc038aa-4efc-4b34-b997-3ae129098eb8,00000000-0000-0000-0000-000000000003,sale,9b3b7831-f412-4ae1-a1b1-fef5b258f210,50107.69,cheque,2023-10-29,2023-10-29T15:06:03
02b71190-5763-43a1-ae41-0f4cd0e8531e,00000000-0000-0000-0000-000000000001,sale,ec620183-34bc-4142-a87c-46aa0978d7bd,19112.34,bank_transfer,2022-05-04,2022-05-04T12:44:29
be20e074-a55f-42f9-b881-915af0907ac8,00000000-0000-0000-0000-000000000003,sale,568ac4c7-3536-43f0-9b4f-be5022c098af,36794.74,cash,2022-09-27,2022-09-27T09:14:38
b9e48130-c95a-4863-8a15-ab93a6430a3f,00000000-0000-0000-0000-000000000003,sale,5ea90374-4b94-49f3-a5c0-f6bb7baf1542,46653.46,bank_transfer,2023-03-25,2023-03-25T10:30:56
455e42e6-a8b0-450f-b87a-1c1a420d4c0b,00000000-0000-0000-0000-000000000002,sale,acea9369-fb6f-4292-bb91-90d57a8546e4,31040.26,card,2024-12-13,2024-12-13T15:02:35
8cd8ccd6-7f12-468a-b795-05b0aba4e731,00000000-0000-0000-0000-000000000002,sale,7bb6663e-f639-4ad4-8d8f-f5b793d5e7e2,6020.08,cash,2022-12-29,2022-12-29T09:37:08
6e7885cd-ddff-429d-a8ea-6cae7c8831ca,00000000-0000-0000-0000-000000000002,sale,5dd8b0cc-5934-4061-bbab-ef18e3d31cd4,462.39,card,2023-10-15,2023-10-15T18:00:03
35d88bca-8b55-494d-9d87-9a58d7fe0a99,00000000-0000-0000-0000-000000000001,sale,0fc197db-5c1a-47c9-b73c-6f07a9c1fd62,58179.68,cheque,2022-01-11,2022-01-11T10:50:42
1dd8ef06-42f5-470c-a302-86cd4cb780ed,00000000-0000-0000-0000-000000000001,sale,ce78c25d-323f-48fa-87f6-8dd766a85be9,27325.92,cheque,2023-11-24,2023-11-24T17:42:33
95ba1b7a-2773-4fbc-83f1-c03d19c67768,00000000-0000-0000-0000-000000000001,sale,fc38570e-f091-4ffc-bb76-adfce6a9afd8,67713.72,bank_transfer,2023-07-17,2023-07-17T15:46:39
fe782997-195e-4a06-a2f5-b7f0aaebd3fc,00000000-0000-0000-0000-000000000002,sale,345a78e2-aa12-4a6f-998e-25594775b0a5,46610.41,cheque,2024-12-23,2024-12-23T13:01:13
a3a4c75b-b5f5-4869-944c-bc106d6ef33a,00000000-0000-0000-0000-000000000001,sale,52ad50e6-4577-4640-b9c0-e02744d089c4,40886.86,cheque,2022-01-13,2022-01-13T10:38:54
d10d9f37-efcd-4325-b6df-9fa46bb6abee,00000000-0000-0000-0000-000000000001,sale,3a143b45-5f24-43a9-be77-710045cc4cfa,638754.34,bank_transfer,2024-11-26,2024-11-26T14:49:03
3d0be8f1-1c2b-4b14-90fa-d0ede210c6ce,00000000-0000-0000-0000-000000000001,sale,49537aeb-a0e1-43d9-a75f-a5713305042e,97932.59,cash,2023-02-26,2023-02-26T11:23:01
f38f6c25-ce86-4f56-b4e3-ac7bd63b7857,00000000-0000-0000-0000-000000000002,sale,fb16e332-eb53-4d5f-8b7a-7fe027da24db,36889.83,card,2022-02-20,2022-02-20T11:14:43
7521fd47-27c0-41ec-8b2c-e5c0f363f1ad,00000000-0000-0000-0000-000000000003,sale,7f409154-e938-47c9-b98f-7571038bba38,240350.95,cheque,2024-09-26,2024-09-26T13:40:39
947c3a52-078b-42f9-9298-e263f31bcbaa,00000000-0000-0000-0000-000000000003,sale,ee10daa2-4340-46d0-9157-23289fb6aa39,21796.65,bank_transfer,2024-09-02,2024-09-02T09:37:47
78d505c2-63bf-4a68-98df-fa1d05d59d93,00000000-0000-0000-0000-000000000001,sale,18775576-3a59-4539-9a0e-f2b2e77cc85a,53588.39,cheque,2022-07-24,2022-07-24T14:55:49
cc8305da-0714-4d40-bc6f-30f17d9df5ee,00000000-0000-0000-0000-000000000003,sale,405868dc-92d4-4614-84d0-adebd4b7a18d,11308.83,cash,2022-06-12,2022-06-12T08:59:15
c518f421-cea4-4566-b0e5-ae871bcb9f1f,00000000-0000-0000-0000-000000000001,sale,c599dd89-0a4c-4b5c-bf5b-44bb609509cf,7295.33,bank_transfer,2022-08-05,2022-08-05T15:37:42
7f3a9d3e-247f-4f4b-bb09-bfc438251fb9,00000000-0000-0000-0000-000000000002,sale,acf8203f-9e33-41b0-addc-8a78038e9bb4,29228.07,cash,2024-06-17,2024-06-17T16:43:30
1c610d34-9f44-4844-be74-6ec33b60a1d7,00000000-0000-0000-0000-000000000003,sale,b8f50e69-a25a-4cb8-8d34-81983a6c1131,6144.74,bank_transfer,2024-03-07,2024-03-07T10:00:31
a735a89f-e37d-4f3b-b162-fe0bce202ecf,00000000-0000-0000-0000-000000000003,sale,8745d789-de69-4f4b-8fe4-17186687d98c,224946.36,cash,2023-12-05,2023-12-05T13:09:17
b7318fc3-27a2-49fc-a2b7-7f5e663e2cc8,00000000-0000-0000-0000-000000000003,sale,4637cb0d-4705-4f5e-b24c-45f094023682,70098.06,cash,2023-08-29,2023-08-29T12:02:22
d3945ce8-b5ba-4a03-aaef-bfa3ebc1087b,00000000-0000-0000-0000-000000000002,sale,526b1fc0-6f4c-4a52-b16a-61a170814d57,47469.3,cash,2022-09-26,2022-09-26T09:30:15
f86ca69f-964d-46b2-9411-5c1e063bbd75,00000000-0000-0000-0000-000000000001,sale,bdd7f3a9-2891-446f-b921-13d877c4eb6d,21258.67,cheque,2022-08-12,2022-08-12T18:51:21
db3abaac-b7d7-4155-b171-86919808b98e,00000000-0000-0000-0000-000000000002,sale,5b9e7659-0175-4e03-949a-875a0c963a6e,934030.04,cash,2022-10-18,2022-10-18T09:30:08
fe38f334-0296-49ce-a69d-09de85aa824e,00000000-0000-0000-0000-000000000001,sale,4e71e4fa-a1fa-4974-8ef7-17b733aea52a,26688.39,bank_transfer,2024-06-08,2024-06-08T18:28:37
cef4fe99-dabd-4850-af79-5868e252de37,00000000-0000-0000-0000-000000000001,sale,68e3f10e-45f1-4e0a-8b02-c02b0bb8fbe7,131289.62,card,2023-11-25,2023-11-25T14:39:32
99db6929-0210-42ac-a81e-f690c0165b5c,00000000-0000-0000-0000-000000000003,sale,dad01556-6de2-4658-8697-2e145b93a923,23901.61,cheque,2023-10-10,2023-10-10T08:48:04
73dfda24-6996-428a-b89a-a2aac6677fdc,00000000-0000-0000-0000-000000000003,sale,41b7efbb-2314-4bfd-8d29-ffaf43f60cd1,4327.08,cheque,2024-06-16,2024-06-16T10:49:24
5c6a116d-70de-479a-bb65-a0ac31d0b720,00000000-0000-0000-0000-000000000002,sale,99f0f6bf-3c14-472d-9904-b148a98c4ebf,183213.07,card,2023-07-21,2023-07-21T14:31:08
9a4640fe-593f-4480-9b15-cbb27ec211a1,00000000-0000-0000-0000-000000000001,sale,3c27dbfd-35d6-44e9-8f24-c047961b6f7a,83662.37,cheque,2024-08-31,2024-08-31T18:01:11
edabdfe6-81d2-41b4-8b51-8efa50a3984c,00000000-0000-0000-0000-000000000003,sale,a6640c4c-2c27-498d-9a1e-1107c9ceea34,6937.96,card,2023-12-29,2023-12-29T08:27:19
6ee8d08c-17c2-4bca-9e38-1001778eb3ef,00000000-0000-0000-0000-000000000003,sale,d18ac8ca-d1b8-474e-ad97-5f18f3b518c3,18746.12,cash,2022-04-16,2022-04-16T09:28:46
a4c7c7cc-7f2a-4070-9b12-0e68b741a18e,00000000-0000-0000-0000-000000000001,sale,c12b3f7d-8f5d-4977-a2d7-cd5c7d4fd924,39156.81,cash,2024-12-12,2024-12-12T12:30:35
f52c4fb1-19e9-4854-85c0-ab167a38ff40,00000000-0000-0000-0000-000000000001,sale,05a1a3df-9c21-402c-a827-fac399adf9d0,193501.92,bank_transfer,2022-06-08,2022-06-08T13:43:40
4b7678bd-43cf-48f6-acc9-e6288d97290f,00000000-0000-0000-0000-000000000002,sale,7921cd84-0b4f-43f0-ba0c-05bf298d091c,34011.01,cash,2024-09-07,2024-09-07T17:06:11
60f9bd1c-12a9-4709-8907-afc66ed26899,00000000-0000-0000-0000-000000000001,sale,2961065f-d509-4493-ac2e-ce44a8d61a64,41518.76,cheque,2022-03-03,2022-03-03T08:39:01
5c49f08d-c0c1-4803-ad86-dc9a7a5d11b8,00000000-0000-0000-0000-000000000002,sale,3ee0aab9-6a79-4777-a8e6-4e88362fe5ba,249228.01,cheque,2023-05-09,2023-05-09T13:00:13
007b87ee-d917-497f-854c-2e6b7b5d4f95,00000000-0000-0000-0000-000000000001,sale,deb456df-506a-4784-b362-bf2cfab850ee,79166.19,cheque,2024-12-24,2024-12-24T12:16:32
cbbe0206-54a2-48dd-880b-5c3e5de5b26c,00000000-0000-0000-0000-000000000002,sale,8d6d216b-ede3-467e-bdc5-016782db6191,2778.05,cheque,2024-02-07,2024-02-07T14:05:54
112dcd60-657e-470e-a121-fae17e0f4f8e,00000000-0000-0000-0000-000000000001,sale,92720688-75fd-41c3-b6fb-9609232d5bce,18837.66,card,2024-08-06,2024-08-06T18:44:25
08f40572-f31a-4027-b07a-0f497b1fffc7,00000000-0000-0000-0000-000000000002,sale,5afb4b95-bb4b-44d6-974d-caa74a9c061b,33374.77,cash,2023-06-20,2023-06-20T08:50:31
e66c162b-5cf9-4146-9558-a8d8ed35a295,00000000-0000-0000-0000-000000000001,sale,6adc1d7a-66a5-48de-abad-c9518f8513f4,7290.74,bank_transfer,2022-04-22,2022-04-22T08:09:52
b1becacc-a3fe-4241-904c-8f0e7fa6d1a4,00000000-0000-0000-0000-000000000003,sale,3a8299bf-7b62-4dd1-8030-b2ba488f9d01,241221.55,bank_transfer,2024-06-14,2024-06-14T18:18:32
a06f8f4b-f1e0-4413-910e-17cad6774bf1,00000000-0000-0000-0000-000000000001,sale,c6d3eb34-9f5a-48e3-9f1f-45b11d3969af,17526.49,bank_transfer,2024-06-30,2024-06-30T11:24:52
9fca5643-e16f-4d05-aa67-69b06e8494ef,00000000-0000-0000-0000-000000000003,sale,4b866b73-e7c4-4790-ace1-09dabd56cc04,267695.68,bank_transfer,2024-07-20,2024-07-20T12:36:44
269c55dd-322c-4dbb-a8ec-ebd317ec3aa5,00000000-0000-0000-0000-000000000001,sale,84a653c1-f925-4537-afb4-c2dda1e467fa,191357.24,cheque,2022-02-07,2022-02-07T17:00:41
91a02f31-8afb-4a48-b967-85d2203a7272,00000000-0000-0000-0000-000000000001,sale,35136139-04c1-4531-9bed-952eaf2c6586,4107.67,cash,2024-08-12,2024-08-12T18:11:39
97907fe6-7b8a-41d6-98fd-098422f1128d,00000000-0000-0000-0000-000000000002,sale,4ad84f29-b894-4bc6-8868-26fb61c86c6b,126996.31,cash,2023-12-22,2023-12-22T10:01:52
64d4635b-e237-4f01-961b-67cc1d874ca0,00000000-0000-0000-0000-000000000001,sale,00f053e9-dd4f-44cd-a4d0-194b09377d26,331034.94,bank_transfer,2023-06-28,2023-06-28T12:07:49
e89fb3ec-2924-47e1-b473-33ab477cd647,00000000-0000-0000-0000-000000000002,sale,165c0ff4-ce5b-410a-8a13-99f568f9d8da,22978.82,cash,2022-08-03,2022-08-03T08:09:56
5b8d7a40-9e4e-4820-8603-7d19142a945c,00000000-0000-0000-0000-000000000002,sale,041c6129-ed34-4bff-aee5-cfd7af925951,46297.53,bank_transfer,2023-05-22,2023-05-22T17:57:36
f68780d4-ec54-461c-8129-5ba1b2b40ac8,00000000-0000-0000-0000-000000000001,sale,3f189e86-989f-4867-b127-bbe770b5af73,11912.76,bank_transfer,2022-12-19,2022-12-19T16:42:39
62e1ac77-665a-4289-b903-6eb11b366f38,00000000-0000-0000-0000-000000000001,sale,7d89a27a-efd2-4455-8417-c01018663a86,45797.05,bank_transfer,2022-01-23,2022-01-23T12:52:31
fed21093-9e06-4d33-90b2-51b9324f6e51,00000000-0000-0000-0000-000000000001,sale,4e75fa7e-1f9a-4dbf-a605-857a77be8ada,14313.02,cheque,2024-05-21,2024-05-21T15:36:14
cdf316cf-3880-4725-97eb-4e4272355da8,00000000-0000-0000-0000-000000000002,sale,d44366e5-596d-4198-a8d6-51cfdb245b78,231050.93,card,2022-10-25,2022-10-25T11:49:14
d39304b8-2290-4aa1-bed0-dd5403f687dc,00000000-0000-0000-0000-000000000001,sale,9ee670bc-4ae1-42ef-b890-279878f115b8,243408.1,cash,2023-12-22,2023-12-22T15:29:25
bf5991fb-55a4-4a87-bd36-10878627feea,00000000-0000-0000-0000-000000000002,sale,7e9c86ed-df4e-421a-b9e0-ac07202882fb,92823.59,cheque,2024-01-30,2024-01-30T13:03:48
5121cb67-2016-4adf-96e1-6b923b4182b1,00000000-0000-0000-0000-000000000002,sale,16d7660a-807a-4f90-8ad6-74df6ec7c715,14465.77,cheque,2024-10-01,2024-10-01T15:34:21
43f5521f-b7f7-4875-926e-a29a89cdd84d,00000000-0000-0000-0000-000000000002,sale,9055048e-7210-4ff2-a575-84f5542bf07b,102463.34,card,2022-08-18,2022-08-18T10:39:47
7344e502-7d75-4c42-83ae-5e144692a324,00000000-0000-0000-0000-000000000003,sale,4ac5a50a-d3d9-4ab4-87c8-1111b4cab8c0,5714.97,card,2023-05-21,2023-05-21T11:56:51
11364f4e-ceac-4f2c-9591-f03f08c96e29,00000000-0000-0000-0000-000000000002,sale,e7aab39e-4691-46d7-b263-7bb39c79bea6,283133.94,cheque,2022-09-29,2022-09-29T18:17:13
1bf34a3d-cd4f-4a28-8ef8-0d0ba04d36ca,00000000-0000-0000-0000-000000000001,sale,984b6fee-202e-453f-afe4-9bd8925a7db3,38512.84,bank_transfer,2023-12-13,2023-12-13T18:52:18
7c0ad8d4-ccfb-41b0-b362-fb6b0e47715f,00000000-0000-0000-0000-000000000001,sale,6c9a0bb3-caa5-48e6-a60e-80e02e12f65f,19051.52,bank_transfer,2024-10-17,2024-10-17T10:41:20
9c4b903f-558d-428d-8efa-4e0c2c5ef774,00000000-0000-0000-0000-000000000002,sale,fb6ac112-f28e-461b-9545-1c85bc44607d,38115.12,cheque,2023-08-04,2023-08-04T08:36:10
583cddcd-8054-48ae-b7da-c701f5bf7d8c,00000000-0000-0000-0000-000000000002,sale,79e57485-002e-40ee-b8da-38025b160907,229751.71,cash,2023-01-03,2023-01-03T17:19:49
0f185db5-e3c2-4398-a0c2-96acfb177f60,00000000-0000-0000-0000-000000000001,sale,825b2729-c202-47b1-871d-668631d60a2c,10189.43,bank_transfer,2024-12-31,2024-12-31T15:22:18
466a41a9-1dd5-4492-941d-976746eaf31e,00000000-0000-0000-0000-000000000001,sale,db68b13a-f3ff-42fe-99bc-24180979b037,5392.54,card,2024-05-02,2024-05-02T15:27:15
78e34c13-6239-4098-b426-37db4d68db98,00000000-0000-0000-0000-000000000002,sale,202923b5-1f26-4c2c-8b58-952b7065cd58,36748.94,card,2023-11-20,2023-11-20T08:29:38
910b1b04-cefe-430f-af49-bb1a842c7eae,00000000-0000-0000-0000-000000000003,sale,10c86d11-a630-4377-866f-e3611da6a736,567831.64,card,2024-06-28,2024-06-28T09:44:56
94632b13-65ef-4ccc-a9d9-10992cba0044,00000000-0000-0000-0000-000000000001,sale,b6c464da-1057-45e0-9f37-57ee9a56b38f,54095.38,cash,2024-01-12,2024-01-12T11:17:33
725591e0-a074-4ba2-98a6-5a3c23b4ce89,00000000-0000-0000-0000-000000000003,sale,dea2892e-9307-4676-abc2-1605696228e2,3341.33,cheque,2022-04-29,2022-04-29T10:58:18
fcf07355-4fd1-43dc-b39f-5dcd51258cfc,00000000-0000-0000-0000-000000000002,sale,e211924c-797b-49dc-9eca-e2077bf7e823,94865.5,card,2022-05-19,2022-05-19T15:31:21
8e40d958-0e0d-48d7-ba71-31847da4a01f,00000000-0000-0000-0000-000000000003,sale,0bf266e3-66a9-4f54-82d0-52b0913e6e14,1298957.67,cheque,2024-07-01,2024-07-01T16:16:53
ad8e8d98-ce7c-41ba-9a91-b3feb3f3c01f,00000000-0000-0000-0000-000000000002,sale,22a41b2c-105d-4bc6-92fb-cb81ebb0db81,97145.55,bank_transfer,2023-01-15,2023-01-15T18:26:02
91517bae-ff97-43fc-ad0f-5594c38a59b6,00000000-0000-0000-0000-000000000003,sale,0d31b0d2-c0c3-4058-a7ca-fdaa3292b4bf,35944.88,cheque,2022-12-01,2022-12-01T10:04:02
1fdbce79-79d0-4d53-b576-8d32b77a6c5d,00000000-0000-0000-0000-000000000002,sale,36fcad03-b36f-4847-9c50-5b804a675765,2089.27,card,2024-04-17,2024-04-17T18:32:26
3cbc7197-ea97-43f3-bec7-13137d957b4c,00000000-0000-0000-0000-000000000002,sale,d3d9a719-9411-4215-ac0f-fb9e4ebd18d2,3348.08,cash,2024-10-28,2024-10-28T13:33:43
a1754836-e65f-42aa-a988-b73473683c39,00000000-0000-0000-0000-000000000001,sale,a897a015-d980-4455-9bb3-c9c9f7c76e27,35341.9,cash,2024-06-17,2024-06-17T12:23:29
b86ff04b-2dd7-4a99-83c0-d5f0aa23bcec,00000000-0000-0000-0000-000000000002,sale,1b57d17a-c953-4acd-8a7b-e847026daecf,49789.19,cheque,2024-11-21,2024-11-21T12:17:23
a2ba6963-d0b3-4b53-9ee4-5ce5dae2120c,00000000-0000-0000-0000-000000000003,sale,670d15fd-1608-467c-957f-515cddce40a6,35044.87,cheque,2022-06-01,2022-06-01T10:43:03
29a4d727-88ef-4bba-beaf-d325fd075035,00000000-0000-0000-0000-000000000003,sale,e784c6a2-bb31-4b60-8cf3-acce91c72f7a,5775.92,cash,2024-01-12,2024-01-12T16:50:53
74296969-4de5-46f7-b5ad-1ee71ce1a4c6,00000000-0000-0000-0000-000000000002,sale,bba67375-da20-4b3a-b873-d217b40f3983,106734.85,card,2023-03-05,2023-03-05T13:46:06
1a8e7947-25c1-4d36-8615-fee06e546f89,00000000-0000-0000-0000-000000000001,sale,5f29f5b9-2b83-41d9-b64c-51ce73d62573,14573.24,cash,2022-10-24,2022-10-24T08:16:01
8999342c-da9d-4726-8872-57da1a2aa2c5,00000000-0000-0000-0000-000000000003,sale,0770e7d4-8b7c-406d-985c-e262e5185caf,4826.97,cheque,2022-03-10,2022-03-10T13:29:05
e6ad3a78-a087-4aac-ac94-a9d27b659c6b,00000000-0000-0000-0000-000000000003,sale,72b33dd5-0a1d-4ecc-80ca-cf61b4644b0f,26167.66,cheque,2023-03-26,2023-03-26T11:16:42
95ffa9b7-f3a6-488c-9a79-f87534d1a65f,00000000-0000-0000-0000-000000000001,sale,7680d07d-d50c-410a-ae4f-fb9c1e2a3787,14856.68,cheque,2023-05-08,2023-05-08T12:27:51
1528ef4a-b7a6-4389-900d-f85cfa07668a,00000000-0000-0000-0000-000000000001,sale,37f9d03b-82b1-47bc-bb27-ec2beb7ad5c6,100418.42,cheque,2024-11-28,2024-11-28T08:34:22
8614e5cf-befb-4176-9e16-c50d21030caa,00000000-0000-0000-0000-000000000003,sale,6674a037-bb77-4543-bed0-cec7c2959594,74354.5,cash,2023-09-30,2023-09-30T11:54:52
d10b262e-8b8b-4be1-86b0-3b2f62365208,00000000-0000-0000-0000-000000000002,sale,55245393-4b7a-49fd-9f35-52edea98795b,77512.35,bank_transfer,2024-08-24,2024-08-24T08:18:26
d2a65442-5309-4bd1-9280-5dd0a819fa00,00000000-0000-0000-0000-000000000001,sale,8220d0c2-0941-4d77-a586-3d461efb6faf,16932.65,cash,2023-05-17,2023-05-17T11:52:24
b4ef5bb6-1fb6-4494-8a75-f875e5ef8ec8,00000000-0000-0000-0000-000000000001,sale,4956b655-e3a8-4327-b762-1ea736c3aba0,8218.46,cheque,2024-08-14,2024-08-14T15:18:27
d3c2a93c-0518-48f9-b4d3-b3a6270801df,00000000-0000-0000-0000-000000000003,sale,762fa347-564b-493c-9aa1-f758f22fefe9,1809.12,cheque,2024-11-19,2024-11-19T16:14:33
473a506c-3ed5-47b8-8f29-63d25f02db55,00000000-0000-0000-0000-000000000002,sale,5b77abc6-dd54-4a1b-8b8c-88513e770fb4,122590.64,cheque,2024-12-07,2024-12-07T12:53:46
3c029da0-a058-45b2-8bd6-6c7973ddcbe4,00000000-0000-0000-0000-000000000002,sale,7a15ebe6-ca20-4f5d-87d0-52732fceb5d1,15068.74,cheque,2022-07-08,2022-07-08T10:30:39
b30c4a38-9245-48fb-a39a-91b6f95c859c,00000000-0000-0000-0000-000000000002,sale,63cd3f6b-8090-46fa-9794-cb71e7051a7d,38660.75,bank_transfer,2023-11-04,2023-11-04T17:14:03
a41b0817-7fa1-4794-98f3-907a63b99554,00000000-0000-0000-0000-000000000003,sale,1b680fed-53dd-46b2-bf49-90689c18cf09,68361.7,card,2023-11-30,2023-11-30T16:44:28
fd4020dc-66ef-4ab8-ad19-13f2c0ff8bbb,00000000-0000-0000-0000-000000000003,sale,3e5fbacd-7d2c-47c4-8e29-c29e251b560f,126591.25,cash,2022-11-10,2022-11-10T15:52:25
07466c48-4f3e-484a-a06f-df09df817718,00000000-0000-0000-0000-000000000001,sale,8be7118f-155b-4835-aa2c-753c8d302246,25407.39,card,2024-01-10,2024-01-10T17:55:51
d3d56c63-3cb3-4871-8932-2676d7f1842c,00000000-0000-0000-0000-000000000001,sale,78936248-4b30-4fb0-8f68-194a8272a021,30965.52,bank_transfer,2024-10-15,2024-10-15T14:52:32
adabd35f-ef6c-4ab3-b926-2cc5b35c5d52,00000000-0000-0000-0000-000000000001,sale,1446a9c3-672c-46dc-a93a-13d354ce8eff,55317.17,card,2023-10-12,2023-10-12T11:10:43
