id,company_id,branch_id,customer_id,user_id,sale_date,status,total_amount,discount_amount,tax_amount,net_amount,payment_status,created_at
98ea4c05-93d5-4698-a5e0-8bc13ff5b311,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,234e8628-3501-4ff8-ad00-bcacae13491a,8626b762-d8ef-4e32-8446-33cdac213522,2022-04-02,completed,2206.44,0.0,220.64,2427.08,paid,2022-04-02T12:25:32
4b075bd8-2617-4ef7-b9d8-27752dcc4a40,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,18609e6a-0112-4453-9aa6-4e28b5e61bc5,7760d86e-b342-473c-8c64-b55d64aa491a,2022-07-19,pending,7395.4,0.0,1331.17,8726.57,unpaid,2022-07-19T10:09:43
a59b9c86-e96d-42dd-8c49-800b24d1354a,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,6b0fb08d-4304-453f-98e5-416cd3325c00,c75c1d53-938d-4640-b118-e5ada06ce255,2022-10-16,completed,210553.22,28968.21,21055.32,231608.54,partial,2022-10-16T12:35:55
07d72f71-f122-48b3-8c54-81a6f2bbcfcd,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,a3f5c315-889a-4fe7-86df-cf852452827f,f577e0e3-284e-4c71-8d16-74f51d0fe305,2023-10-05,completed,10168.68,0.0,1830.36,11999.04,partial,2023-10-05T15:16:30
87692733-8f2d-4c3c-92ce-34d88a8ca327,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,1a0d65c3-8542-4653-81d5-02fcd5feddc0,e213801b-a706-48c3-9ba4-7db14d3912f3,2024-09-26,pending,73955.2,151.0,7395.52,81350.72,unpaid,2024-09-26T18:26:32
f126cce0-af75-4746-b170-994b9c6d2818,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,bb4d94df-6853-4786-af28-80116f60dc60,517d046e-f5e7-4244-8dab-e8995b9bfdc4,2023-05-17,completed,189259.38,9961.02,18925.94,208185.32,partial,2023-05-17T11:24:55
f531610c-a30b-4383-92f3-4c020e5cae07,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,efced2b8-4f5a-4413-8153-2f52c4f62b98,81c496fc-1d35-4405-9a7d-ae0a15104d5b,2024-08-12,completed,275992.93,13542.03,27599.29,303592.22,paid,2024-08-12T15:07:17
d3516159-a62d-4fcd-bbec-9e69c89b86d4,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,fb09fd34-296e-4b3b-8bca-fff663f270c2,e213801b-a706-48c3-9ba4-7db14d3912f3,2024-08-20,completed,13762.78,0.0,1376.28,15139.06,paid,2024-08-20T08:48:43
1ba86018-a720-4343-a078-43bcb304b596,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,8e9891d2-4ab9-4c43-86a7-f0f50800a74a,7f514159-0b19-4321-a308-daec53995d5a,2022-12-27,completed,17211.79,762.26,1721.18,18932.97,partial,2022-12-27T14:21:48
d29675d7-790d-429a-8cb7-d3546ffc5adf,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,82d63e48-850c-4797-9977-8c833c534d68,81c496fc-1d35-4405-9a7d-ae0a15104d5b,2024-05-08,completed,240774.65,1977.32,24077.47,264852.12,unpaid,2024-05-08T13:00:09
6a1fefe8-80b3-42b2-a95c-876616995951,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,260076fe-7569-4416-ac34-6718e9058efb,81c496fc-1d35-4405-9a7d-ae0a15104d5b,2024-04-12,completed,97587.09,11832.73,9758.71,107345.8,paid,2024-04-12T12:32:52
95beca4f-bab8-492f-b3c0-ae9c81cbf4ce,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,b4410178-39c7-4d64-b672-448d69a9dd5d,eaefa70d-63c2-4537-b86d-2205b826bb2e,2024-07-22,completed,45615.99,1170.01,8210.88,53826.87,paid,2024-07-22T18:27:40
d7e05c42-367b-4663-8f88-487f54c03ad0,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,dbb7c553-70c4-45b9-bea1-e5539d2d3c82,c75c1d53-938d-4640-b118-e5ada06ce255,2022-08-01,completed,121501.49,8433.58,12150.15,133651.64,unpaid,2022-08-01T13:50:58
1fbd3a6b-03c5-4b46-809d-e57777c370db,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,5e78d866-f897-4f50-983b-6801527e4592,bcde24c7-84f3-4459-afee-eba83339896c,2024-03-21,completed,7230.69,0.0,723.07,7953.76,partial,2024-03-21T14:43:15
5d0089ed-6e1f-4da1-9535-efabe698b6dc,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,f780b69e-b435-450d-adc2-218859dafae0,f0e9f4da-9ca0-492d-a21e-3f8a819f9184,2022-02-23,completed,26542.19,2406.87,4777.59,31319.78,partial,2022-02-23T17:27:08
b4f941dc-431a-43c7-9354-1488f32b0e30,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,351d2e91-2deb-4374-8f61-4859b8708acf,355d120a-98dd-4393-a62e-df5f4b8a455b,2023-10-14,completed,712733.25,37512.28,71273.32,784006.57,paid,2023-10-14T18:58:16
c3c20c38-e3b6-4591-bbbe-cbd4a0fbb545,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,54a7ef0d-5132-4a5e-8e4b-21e7afdf2553,74245d66-8df4-4678-b1e9-76d5e231caff,2022-07-10,completed,2435.65,17.68,243.57,2679.22,partial,2022-07-10T15:40:40
8c6fff1a-c520-4fd8-a6cf-dbafa8e11b65,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,4ee328fc-2748-46fa-af50-42ba5cf09094,7f514159-0b19-4321-a308-daec53995d5a,2023-03-31,completed,7736.49,0.0,773.65,8510.14,unpaid,2023-03-31T18:01:40
b3d81e94-9596-4264-a550-2e7234deb9fa,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,c773c2a3-c130-452c-89fa-dfa0795d52a4,79c1732a-a6d1-4565-b515-c59de4dbdfe5,2022-09-09,completed,46913.39,0.0,4691.34,51604.73,paid,2022-09-09T12:00:57
6ce4eadf-d7bf-4e23-8f99-3400ce6fe6ac,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,8ac9d8f2-f1d8-4f13-8268-d41a89127b9d,eaefa70d-63c2-4537-b86d-2205b826bb2e,2022-03-06,completed,8295.04,331.73,1493.11,9788.15,paid,2022-03-06T08:33:32
6e671d67-7649-4781-87fd-cbbd87ab757e,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,c68529c1-30d3-445e-a9ea-87b2e9ad080e,f17772cf-7a8e-4e04-aeef-8c148fe1a7e5,2023-03-21,completed,5743.7,0.0,1033.87,6777.57,unpaid,2023-03-21T13:45:35
6081693c-64f3-4761-bd19-f70c201f5626,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,2579be70-7ebb-426c-8150-cfb2fa023823,045901bc-3a1a-4a0b-bd8b-876c218464f4,2024-10-12,pending,179940.93,19089.15,17994.09,197935.02,unpaid,2024-10-12T17:06:38
beda69c6-8b0a-424f-8ada-a3be0277473a,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,a570d86f-a5e8-4026-8aef-ef6da80aea5d,517d046e-f5e7-4244-8dab-e8995b9bfdc4,2023-12-24,completed,649.16,0.0,64.92,714.08,paid,2023-12-24T17:52:56
b166e912-353e-4e05-9886-bb9ba16a7286,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,66bd9a6a-5ded-4362-aed3-f91c47fc35b7,355d120a-98dd-4393-a62e-df5f4b8a455b,2022-03-03,completed,10042.05,155.71,1004.2,11046.25,paid,2022-03-03T08:45:21
375ce5dd-d69e-4f8e-9d45-4ac9598bd1f6,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,8ac9d8f2-f1d8-4f13-8268-d41a89127b9d,9a16d7d2-dc18-4141-a14f-3394de4b98bc,2023-04-22,completed,10198.39,536.76,1835.71,12034.1,paid,2023-04-22T14:20:52
d6dc0a57-51e9-40f5-95aa-216600856539,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,82d63e48-850c-4797-9977-8c833c534d68,2afe7cda-5682-4c01-a59f-5f13090047f6,2024-10-08,cancelled,299752.31,15640.33,29975.23,329727.54,unpaid,2024-10-08T18:50:54
a12f3d94-8d5e-4a70-86fd-c9b3b8be8270,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,eed001a4-becf-4e7a-962e-d80fe7e938a8,8626b762-d8ef-4e32-8446-33cdac213522,2024-04-04,completed,16171.76,0.0,1617.18,17788.94,partial,2024-04-04T14:05:35
7d75556d-9d14-4237-bb41-96d9b7e5c768,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,87f96e14-5b3b-42b5-aea1-e163224270b1,2afe7cda-5682-4c01-a59f-5f13090047f6,2024-03-16,cancelled,394583.36,0.0,39458.34,434041.7,unpaid,2024-03-16T09:20:55
5225e217-ebc6-487f-be70-0aecf008bb21,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,44b13114-363b-485b-84f7-bf1fbba47010,74245d66-8df4-4678-b1e9-76d5e231caff,2022-12-15,completed,200845.81,1210.85,20084.58,220930.39,paid,2022-12-15T10:59:08
9b3b7831-f412-4ae1-a1b1-fef5b258f210,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,2dcdcd86-40d3-46d9-ac95-d468ff4aa7e9,29998a31-9af5-4c58-9bfe-cde4f9a96969,2023-10-16,completed,45552.45,1077.43,4555.24,50107.69,paid,2023-10-16T16:53:55
ec620183-34bc-4142-a87c-46aa0978d7bd,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,c833018e-937b-4f7a-a7f0-6d774c9e8501,7760d86e-b342-473c-8c64-b55d64aa491a,2022-05-04,completed,16196.9,301.67,2915.44,19112.34,paid,2022-05-04T12:45:29
568ac4c7-3536-43f0-9b4f-be5022c098af,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,7ad48d86-6c1c-4f75-930d-cd08d9c28c9e,e452be79-f94b-4709-88bf-8f66053789c4,2022-09-24,completed,33449.76,1658.69,3344.98,36794.74,paid,2022-09-24T13:16:07
5ea90374-4b94-49f3-a5c0-f6bb7baf1542,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,66bd9a6a-5ded-4362-aed3-f91c47fc35b7,355d120a-98dd-4393-a62e-df5f4b8a455b,2023-03-11,completed,42412.24,0.0,4241.22,46653.46,paid,2023-03-11T14:11:38
acea9369-fb6f-4292-bb91-90d57a8546e4,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,0aeda795-36fc-406f-a8f6-5e2c54885409,6708a3ae-03ac-432d-8065-25bbf8f3a753,2024-11-28,completed,28218.42,79.38,2821.84,31040.26,paid,2024-11-28T17:44:45
7bb6663e-f639-4ad4-8d8f-f5b793d5e7e2,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,84f24a96-021b-427e-a87a-30a50546d6d8,c75c1d53-938d-4640-b118-e5ada06ce255,2022-12-17,completed,5472.8,0.0,547.28,6020.08,paid,2022-12-17T17:30:47
5dd8b0cc-5934-4061-bbab-ef18e3d31cd4,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,4ee328fc-2748-46fa-af50-42ba5cf09094,e213801b-a706-48c3-9ba4-7db14d3912f3,2023-10-08,completed,420.35,0.0,42.04,462.39,paid,2023-10-08T18:48:54
0fc197db-5c1a-47c9-b73c-6f07a9c1fd62,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,fb3f7fea-bc86-4b3a-b86f-68853bcb1e79,f577e0e3-284e-4c71-8d16-74f51d0fe305,2022-01-03,completed,49304.81,0.0,8874.87,58179.68,paid,2022-01-03T16:10:48
ce78c25d-323f-48fa-87f6-8dd766a85be9,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,7803e262-ec4b-456c-a79c-1807a5457ef8,4736f247-39f8-400c-b9ea-519dfbb485f6,2023-11-19,completed,23157.56,564.6,4168.36,27325.92,paid,2023-11-19T15:01:15
851d3abb-98c4-4136-9b37-601ef4682684,00000000-0000-0000-0000-000000000003,7227b311-834f-4815-aa86-c5d464758be1,dd08a104-033c-4fb5-81f4-8a0b9031f5e2,61d2418d-6936-4075-a481-1d994952d89b,2024-12-15,pending,20116.98,2494.81,2011.7,22128.68,unpaid,2024-12-15T13:53:39
b79770ab-7fdc-4483-b411-f805c24dac34,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,879fbcc8-e7d8-45ea-87da-bb70c76f15f2,aadd1a3f-3f20-499a-b950-51966ac9090c,2023-12-12,cancelled,287944.62,15154.98,51830.03,339774.65,unpaid,2023-12-12T12:31:18
0d5ee573-356a-4aa1-8c41-7ffa9ebf444e,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,1b1d609f-420b-4b46-ade3-d18ab7032fe4,f577e0e3-284e-4c71-8d16-74f51d0fe305,2022-03-25,pending,275.4,0.0,49.57,324.97,unpaid,2022-03-25T08:03:16
fc38570e-f091-4ffc-bb76-adfce6a9afd8,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,11776198-f3b2-40e6-9a5e-0ac6eabccfa2,5a96b78c-2c6b-4aaa-88b5-7c7485705113,2023-07-09,completed,57384.51,9585.25,10329.21,67713.72,paid,2023-07-09T09:57:16
a3c4fd1f-fdc4-426a-881f-5f568bf3b784,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,a604b952-fa34-4a9d-b4ee-9ba7dddfd470,e213801b-a706-48c3-9ba4-7db14d3912f3,2024-06-11,completed,30082.61,1404.62,3008.26,33090.87,unpaid,2024-06-11T15:34:11
345a78e2-aa12-4a6f-998e-25594775b0a5,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,383a2b5c-391e-47bb-bba6-eed16a0d00e2,e213801b-a706-48c3-9ba4-7db14d3912f3,2024-12-14,completed,42373.1,4335.77,4237.31,46610.41,paid,2024-12-14T17:56:18
52ad50e6-4577-4640-b9c0-e02744d089c4,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,46904fb9-db3e-4ffc-86cb-04954d883477,ea13a2c7-2a88-40f3-b073-4e507c524f18,2022-01-13,completed,34649.88,324.86,6236.98,40886.86,paid,2022-01-13T15:44:21
3a143b45-5f24-43a9-be77-710045cc4cfa,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,c742e36b-42c7-4621-a896-0826294d0523,eaefa70d-63c2-4537-b86d-2205b826bb2e,2024-11-12,completed,541317.24,0.0,97437.1,638754.34,paid,2024-11-12T18:40:54
49537aeb-a0e1-43d9-a75f-a5713305042e,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,b5f70fa6-c644-455e-94eb-3906104a7c04,4736f247-39f8-400c-b9ea-519dfbb485f6,2023-02-16,completed,82993.72,0.0,14938.87,97932.59,paid,2023-02-16T09:19:25
fb16e332-eb53-4d5f-8b7a-7fe027da24db,00000000-0000-0000-0000-000000000002,5f6c98b4-4360-41ee-83a3-efc700651a04,114ebe76-28df-4c25-86fe-0c0c5fbb18d4,9d2a5f48-38f2-46be-b733-c1b9f1c891c4,2022-02-14,completed,33536.21,1479.79,3353.62,36889.83,paid,2022-02-14T14:52:27
e6033b42-c1b2-4067-8a6f-232955801281,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,11776198-f3b2-40e6-9a5e-0ac6eabccfa2,f577e0e3-284e-4c71-8d16-74f51d0fe305,2024-06-29,pending,152238.67,16383.74,27402.96,179641.63,unpaid,2024-06-29T10:17:50
7f409154-e938-47c9-b98f-7571038bba38,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,5585a0fe-ba88-4b2a-b523-1f8b4835cb16,e452be79-f94b-4709-88bf-8f66053789c4,2024-09-17,completed,218500.86,186.91,21850.09,240350.95,paid,2024-09-17T10:14:06
ee10daa2-4340-46d0-9157-23289fb6aa39,00000000-0000-0000-0000-000000000003,470852ed-b70b-4f24-879a-6edb4193d8b6,5be7b75e-141b-4e8d-9819-ea8ed5f5a3df,33baaf1c-3618-44b5-b42a-4673992689f8,2024-09-02,completed,47798.44,0.0,4779.84,52578.28,partial,2024-09-02T17:40:53
cb0f2415-d31d-4ed4-8b99-7bdb0a347bd7,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,d7398994-e7e1-4709-8f75-beb132f77111,f17772cf-7a8e-4e04-aeef-8c148fe1a7e5,2024-07-09,cancelled,33529.93,0.0,6035.39,39565.32,unpaid,2024-07-09T16:51:50
18775576-3a59-4539-9a0e-f2b2e77cc85a,00000000-0000-0000-0000-000000000001,51fd3682-4888-4a55-92f7-281307c67941,c742e36b-42c7-4621-a896-0826294d0523,f0e9f4da-9ca0-492d-a21e-3f8a819f9184,2022-07-17,completed,45413.89,3079.96,8174.5,53588.39,paid,2022-07-17T09:28:27
405868dc-92d4-4614-84d0-adebd4b7a18d,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,fff32f67-21f7-42f6-93b3-bd8283f696b1,3b9ffffd-ca39-4330-b08f-59cdb916323f,2022-06-10,completed,10280.75,541.09,1028.08,11308.83,paid,2022-06-10T12:59:53
e39eae20-a3f2-47d3-a493-c0b029bc2b42,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,51405e21-caf6-4dfe-8f55-796f641264fe,c75c1d53-938d-4640-b118-e5ada06ce255,2022-06-03,completed,8081.4,1069.22,808.14,8889.54,unpaid,2022-06-03T18:01:02
7f7c7057-6f21-4a0f-922d-cc41e19cd9f6,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,4fe7e16f-6dc6-4910-9a84-e1ce79904ddf,f72410dd-3260-4ece-a477-1ae69ac1e84e,2023-11-17,completed,756.54,0.0,75.65,832.19,unpaid,2023-11-17T17:44:53
c599dd89-0a4c-4b5c-bf5b-44bb609509cf,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,4a287a7e-b4ad-49de-a4bb-38844dafd4b4,ea13a2c7-2a88-40f3-b073-4e507c524f18,2022-08-02,completed,14014.2,477.48,2522.56,16536.76,partial,2022-08-02T10:27:44
acf8203f-9e33-41b0-addc-8a78038e9bb4,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,3005cd03-eeec-4c0c-9cad-c44aaef74730,c75c1d53-938d-4640-b118-e5ada06ce255,2024-06-15,completed,26570.97,3799.11,2657.1,29228.07,paid,2024-06-15T08:08:28
5082d45b-b983-480d-becb-1dca65fda718,00000000-0000-0000-0000-000000000001,0eb66abb-0d5d-4e88-a3ff-16776e267d83,dd60840c-f5ac-40ac-b810-c59742997fb0,9a16d7d2-dc18-4141-a14f-3394de4b98bc,2023-12-18,pending,120477.43,7327.6,21685.94,142163.37,unpaid,2023-12-18T16:57:17
c0f12d08-b386-4bd1-89cb-5258e6cbda4d,00000000-0000-0000-0000-000000000002,b961632b-814f-4481-946b-17a792487aa7,4187c533-1be7-46fa-a7cd-9bd1c5719b6a,9d2a5f48-38f2-46be-b733-c1b9f1c891c4,2022-08-02,pending,15786.1,739.13,1578.61,17364.71,unpaid,2022-08-02T10:02:15
1e9c21b7-0426-4aae-aac2-5d69a9b0306f,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,c40777d2-1add-497d-b43c-551edf34b9ed,79c1732a-a6d1-4565-b515-c59de4dbdfe5,2022-08-22,pending,3712.36,655.12,371.24,4083.6,unpaid,2022-08-22T08:17:54
b8f50e69-a25a-4cb8-8d34-81983a6c1131,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,b4bc4e06-96c8-484a-b171-2e3f677f3357,1db94196-443a-440f-ad7e-c4422bb047e3,2024-02-23,completed,5586.13,294.01,558.61,6144.74,paid,2024-02-23T13:59:01
8745d789-de69-4f4b-8fe4-17186687d98c,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,69aff96d-7e4d-43a3-afd4-15e4e81d6b4f,3b9ffffd-ca39-4330-b08f-59cdb916323f,2023-11-30,completed,204496.69,15548.64,20449.67,224946.36,paid,2023-11-30T08:17:51
4637cb0d-4705-4f5e-b24c-45f094023682,00000000-0000-0000-0000-000000000003,9b1ac5ce-ad4f-40d1-8b7c-0005176b143d,4fe03edc-bc50-4c33-a0d6-32dec2729483,74245d66-8df4-4678-b1e9-76d5e231caff,2023-08-29,completed,63725.51,2287.7,6372.55,70098.06,paid,2023-08-29T12:54:11
ef1c581f-4008-4325-8185-b8b1389298e5,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,894e6c84-b9af-4184-a242-29abe27e1896,6708a3ae-03ac-432d-8065-25bbf8f3a753,2022-01-19,cancelled,28199.98,4931.32,2820.0,31019.98,unpaid,2022-01-19T09:28:11
526b1fc0-6f4c-4a52-b16a-61a170814d57,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,4fe7e16f-6dc6-4910-9a84-e1ce79904ddf,6708a3ae-03ac-432d-8065-25bbf8f3a753,2022-09-18,completed,122697.26,1718.47,12269.73,134966.99,partial,2022-09-18T13:34:45
bdd7f3a9-2891-446f-b921-13d877c4eb6d,00000000-0000-0000-0000-000000000001,a01b7f2a-d4d0-48bf-bb89-c1040f55587a,f5c0a4b9-b4a6-4d49-b40e-bcc34e0e751a,9a16d7d2-dc18-4141-a14f-3394de4b98bc,2022-08-12,completed,18015.82,174.87,3242.85,21258.67,paid,2022-08-12T08:20:38
a0c512b2-d5df-4842-830d-3d776000822e,00000000-0000-0000-0000-000000000002,587616fd-ba60-493e-ba92-b68a61b5cdce,c3d6b854-df13-4165-b26a-e06b7677ae33,7f514159-0b19-4321-a308-daec53995d5a,2024-02-07,cancelled,15083.16,761.87,1508.32,16591.48,unpaid,2024-02-07T13:32:45
