id,company_id,sale_id,customer_id,invoice_number,invoice_date,due_date,total_amount,paid_amount,status,created_at
eace23c7-c410-4d6d-93bd-06ffe1b4728f,00000000-0000-0000-0000-000000000002,beda69c6-8b0a-424f-8ada-a3be0277473a,a570d86f-a5e8-4026-8aef-ef6da80aea5d,INV-0000036,2023-12-24,2024-02-22,714.08,714.08,paid,2023-12-24T14:39:57
33d1fa50-8669-4842-9eee-0cffd7c363ea,00000000-0000-0000-0000-000000000003,b166e912-353e-4e05-9886-bb9ba16a7286,66bd9a6a-5ded-4362-aed3-f91c47fc35b7,INV-0000037,2022-03-03,2022-04-17,11046.25,11046.25,paid,2022-03-03T12:30:50
90d6b7b6-326a-410a-86f9-9ef813d47e24,00000000-0000-0000-0000-000000000001,375ce5dd-d69e-4f8e-9d45-4ac9598bd1f6,8ac9d8f2-f1d8-4f13-8268-d41a89127b9d,INV-0000038,2023-04-22,2023-05-22,12034.1,12034.1,paid,2023-04-22T12:43:22
64efab6f-0ba4-4844-b23a-cd9ab6bb391f,00000000-0000-0000-0000-000000000002,d6dc0a57-51e9-40f5-95aa-216600856539,82d63e48-850c-4797-9977-8c833c534d68,INV-0000039,2024-10-08,2024-11-07,329727.54,0.0,cancelled,2024-10-08T18:58:21
6654edf5-4b3c-40e9-bc7b-5c3d3514e5fc,00000000-0000-0000-0000-000000000003,a12f3d94-8d5e-4a70-86fd-c9b3b8be8270,eed001a4-becf-4e7a-962e-d80fe7e938a8,INV-0000040,2024-04-04,2024-05-19,17788.94,7925.38,overdue,2024-04-04T18:38:57
2ab83f83-b17c-44b3-89f1-72c42f965226,00000000-0000-0000-0000-000000000002,7d75556d-9d14-4237-bb41-96d9b7e5c768,87f96e14-5b3b-42b5-aea1-e163224270b1,INV-0000041,2024-03-16,2024-05-15,434041.7,0.0,cancelled,2024-03-16T09:19:09
277cf3fe-3800-4f0a-8c2f-4933821a822b,00000000-0000-0000-0000-000000000003,5225e217-ebc6-487f-be70-0aecf008bb21,44b13114-363b-485b-84f7-bf1fbba47010,INV-0000042,2022-12-15,2023-01-14,220930.39,220930.39,paid,2022-12-15T18:42:42
17f06176-499b-4f43-a3d6-7a196d45462b,00000000-0000-0000-0000-000000000003,9b3b7831-f412-4ae1-a1b1-fef5b258f210,2dcdcd86-40d3-46d9-ac95-d468ff4aa7e9,INV-0000043,2023-10-16,2023-11-15,50107.69,50107.69,paid,2023-10-16T13:26:39
822d46fe-a197-4ecc-bbdf-1c378058c0a5,00000000-0000-0000-0000-000000000001,ec620183-34bc-4142-a87c-46aa0978d7bd,c833018e-937b-4f7a-a7f0-6d774c9e8501,INV-0000044,2022-05-04,2022-06-18,19112.34,19112.34,paid,2022-05-04T16:19:30
dc9740e8-efa6-4d71-b0cb-789dbc2874e8,00000000-0000-0000-0000-000000000003,568ac4c7-3536-43f0-9b4f-be5022c098af,7ad48d86-6c1c-4f75-930d-cd08d9c28c9e,INV-0000045,2022-09-24,2022-10-09,36794.74,36794.74,paid,2022-09-24T12:38:57
aa0259c6-7652-4f60-9a3d-44dd617c7799,00000000-0000-0000-0000-000000000003,5ea90374-4b94-49f3-a5c0-f6bb7baf1542,66bd9a6a-5ded-4362-aed3-f91c47fc35b7,INV-0000046,2023-03-11,2023-04-10,46653.46,46653.46,paid,2023-03-11T17:45:55
bdb8ca23-be73-484d-bcbb-79421c79c406,00000000-0000-0000-0000-000000000002,acea9369-fb6f-4292-bb91-90d57a8546e4,0aeda795-36fc-406f-a8f6-5e2c54885409,INV-0000047,2024-11-28,2024-12-28,31040.26,31040.26,paid,2024-11-28T18:17:49
a5c8528b-35ae-4519-abfc-26283eaf3ed1,00000000-0000-0000-0000-000000000002,7bb6663e-f639-4ad4-8d8f-f5b793d5e7e2,84f24a96-021b-427e-a87a-30a50546d6d8,INV-0000048,2022-12-17,2023-01-16,6020.08,6020.08,paid,2022-12-17T18:36:39
fcf7cfb7-7989-4957-b1ed-a6ba48d8d569,00000000-0000-0000-0000-000000000002,5dd8b0cc-5934-4061-bbab-ef18e3d31cd4,4ee328fc-2748-46fa-af50-42ba5cf09094,INV-0000049,2023-10-08,2023-12-07,462.39,462.39,paid,2023-10-08T15:37:25
3f3966db-bf8f-4e95-9e8d-180a830e3c72,00000000-0000-0000-0000-000000000001,0fc197db-5c1a-47c9-b73c-6f07a9c1fd62,fb3f7fea-bc86-4b3a-b86f-68853bcb1e79,INV-0000050,2022-01-03,2022-01-18,58179.68,58179.68,paid,2022-01-03T17:46:35
1c4203a6-ef53-46e4-bf2d-b6a98d898ef8,00000000-0000-0000-0000-000000000001,ce78c25d-323f-48fa-87f6-8dd766a85be9,7803e262-ec4b-456c-a79c-1807a5457ef8,INV-0000051,2023-11-19,2023-12-04,27325.92,27325.92,paid,2023-11-19T17:45:34
f9c542c5-3d04-44f2-bf5f-ba21bf63bd7f,00000000-0000-0000-0000-000000000003,851d3abb-98c4-4136-9b37-601ef4682684,dd08a104-033c-4fb5-81f4-8a0b9031f5e2,INV-0000052,2024-12-15,2024-12-31,22128.68,0.0,partial,2024-12-15T08:50:37
eedd45ac-ff7b-4583-abaa-1061bc1b0c9f,00000000-0000-0000-0000-000000000001,b79770ab-7fdc-4483-b411-f805c24dac34,879fbcc8-e7d8-45ea-87da-bb70c76f15f2,INV-0000053,2023-12-12,2024-01-11,339774.65,0.0,cancelled,2023-12-12T12:01:27
e8ad25b4-e761-479c-ba7d-ad57101cb4fa,00000000-0000-0000-0000-000000000001,0d5ee573-356a-4aa1-8c41-7ffa9ebf444e,1b1d609f-420b-4b46-ade3-d18ab7032fe4,INV-0000054,2022-03-25,2022-04-24,324.97,0.0,overdue,2022-03-25T11:25:03
a8bb6dac-ce6a-4773-a57b-82efb64d3c34,00000000-0000-0000-0000-000000000001,fc38570e-f091-4ffc-bb76-adfce6a9afd8,11776198-f3b2-40e6-9a5e-0ac6eabccfa2,INV-0000055,2023-07-09,2023-08-08,67713.72,67713.72,paid,2023-07-09T14:09:41
ebed52b6-0f9c-4d41-9a82-14fb326ed91b,00000000-0000-0000-0000-000000000002,a3c4fd1f-fdc4-426a-881f-5f568bf3b784,a604b952-fa34-4a9d-b4ee-9ba7dddfd470,INV-0000056,2024-06-11,2024-08-10,33090.87,0.0,overdue,2024-06-11T11:55:46
1b9383d9-f58d-4c13-9876-54d974bcdc7a,00000000-0000-0000-0000-000000000002,345a78e2-aa12-4a6f-998e-25594775b0a5,383a2b5c-391e-47bb-bba6-eed16a0d00e2,INV-0000057,2024-12-14,2024-12-31,46610.41,46610.41,paid,2024-12-14T14:59:32
11afdaf3-7a67-48ae-a4cf-83fa9e89bbbb,00000000-0000-0000-0000-000000000001,52ad50e6-4577-4640-b9c0-e02744d089c4,46904fb9-db3e-4ffc-86cb-04954d883477,INV-0000058,2022-01-13,2022-02-12,40886.86,40886.86,paid,2022-01-13T18:38:41
4c6036d3-eb76-432d-9602-0bee72761245,00000000-0000-0000-0000-000000000001,3a143b45-5f24-43a9-be77-710045cc4cfa,c742e36b-42c7-4621-a896-0826294d0523,INV-0000059,2024-11-12,2024-12-27,638754.34,638754.34,paid,2024-11-12T16:03:31
1ce23e4e-2f62-412a-b6ae-d2f5f6c61a6d,00000000-0000-0000-0000-000000000001,49537aeb-a0e1-43d9-a75f-a5713305042e,b5f70fa6-c644-455e-94eb-3906104a7c04,INV-0000060,2023-02-16,2023-04-02,97932.59,97932.59,paid,2023-02-16T18:08:59
87882daf-d4e2-4236-b57c-201ee61ce1e1,00000000-0000-0000-0000-000000000002,fb16e332-eb53-4d5f-8b7a-7fe027da24db,114ebe76-28df-4c25-86fe-0c0c5fbb18d4,INV-0000061,2022-02-14,2022-03-31,36889.83,36889.83,paid,2022-02-14T11:10:10
e7c12ec0-2907-4c7c-aaf5-eb7dab317802,00000000-0000-0000-0000-000000000001,e6033b42-c1b2-4067-8a6f-232955801281,11776198-f3b2-40e6-9a5e-0ac6eabccfa2,INV-0000062,2024-06-29,2024-07-29,179641.63,0.0,overdue,2024-06-29T17:22:10
30ab8414-9a0b-4918-81c8-eafef3b17eda,00000000-0000-0000-0000-000000000003,7f409154-e938-47c9-b98f-7571038bba38,5585a0fe-ba88-4b2a-b523-1f8b4835cb16,INV-0000063,2024-09-17,2024-10-02,240350.95,240350.95,paid,2024-09-17T16:23:09
2dfdaf34-ebe0-43b0-8eb9-094d07c1724c,00000000-0000-0000-0000-000000000003,ee10daa2-4340-46d0-9157-23289fb6aa39,5be7b75e-141b-4e8d-9819-ea8ed5f5a3df,INV-0000064,2024-09-02,2024-11-01,52578.28,24838.64,overdue,2024-09-02T17:48:23
342a0e75-5e74-4594-8be4-643a56b573bb,00000000-0000-0000-0000-000000000001,cb0f2415-d31d-4ed4-8b99-7bdb0a347bd7,d7398994-e7e1-4709-8f75-beb132f77111,INV-0000065,2024-07-09,2024-09-07,39565.32,0.0,cancelled,2024-07-09T18:33:56
da938518-d352-4fbd-b81e-93973c083291,00000000-0000-0000-0000-000000000001,18775576-3a59-4539-9a0e-f2b2e77cc85a,c742e36b-42c7-4621-a896-0826294d0523,INV-0000066,2022-07-17,2022-08-31,53588.39,53588.39,paid,2022-07-17T17:13:17
940a3dbd-ab93-4b46-8e0b-1540e25f9896,00000000-0000-0000-0000-000000000003,405868dc-92d4-4614-84d0-adebd4b7a18d,fff32f67-21f7-42f6-93b3-bd8283f696b1,INV-0000067,2022-06-10,2022-07-10,11308.83,11308.83,paid,2022-06-10T14:50:05
29bebbef-098f-4ffe-8b25-d9477b8b7d5b,00000000-0000-0000-0000-000000000002,e39eae20-a3f2-47d3-a493-c0b029bc2b42,51405e21-caf6-4dfe-8f55-796f641264fe,INV-0000068,2022-06-03,2022-07-18,8889.54,0.0,overdue,2022-06-03T18:19:12
b50ebc63-c90e-4949-b121-16bdee462e4b,00000000-0000-0000-0000-000000000002,7f7c7057-6f21-4a0f-922d-cc41e19cd9f6,4fe7e16f-6dc6-4910-9a84-e1ce79904ddf,INV-0000069,2023-11-17,2023-12-02,832.19,0.0,overdue,2023-11-17T16:28:25
1c2570d6-46c5-40ea-bb78-e6b1670fba73,00000000-0000-0000-0000-000000000001,c599dd89-0a4c-4b5c-bf5b-44bb609509cf,4a287a7e-b4ad-49de-a4bb-38844dafd4b4,INV-0000070,2022-08-02,2022-08-17,16536.76,9376.97,overdue,2022-08-02T15:39:18
2b953e5e-d919-45ef-894f-3d138d6bafbd,00000000-0000-0000-0000-000000000002,acf8203f-9e33-41b0-addc-8a78038e9bb4,3005cd03-eeec-4c0c-9cad-c44aaef74730,INV-0000071,2024-06-15,2024-07-15,29228.07,29228.07,paid,2024-06-15T17:13:15
f7eec061-3648-4ee9-b0c4-ad7ab07821ea,00000000-0000-0000-0000-000000000001,5082d45b-b983-480d-becb-1dca65fda718,dd60840c-f5ac-40ac-b810-c59742997fb0,INV-0000072,2023-12-18,2024-02-01,142163.37,0.0,overdue,2023-12-18T12:52:05
38391008-a018-426a-895a-a0ab67b741a2,00000000-0000-0000-0000-000000000002,c0f12d08-b386-4bd1-89cb-5258e6cbda4d,4187c533-1be7-46fa-a7cd-9bd1c5719b6a,INV-0000073,2022-08-02,2022-09-16,17364.71,0.0,overdue,2022-08-02T16:41:41
fbf2d604-3230-43ce-8ec2-fd18e8addfcf,00000000-0000-0000-0000-000000000003,1e9c21b7-0426-4aae-aac2-5d69a9b0306f,c40777d2-1add-497d-b43c-551edf34b9ed,INV-0000074,2022-08-22,2022-09-21,4083.6,0.0,overdue,2022-08-22T13:00:05
fa4f21c4-26e6-487f-acaa-88f5f31d7769,00000000-0000-0000-0000-000000000003,b8f50e69-a25a-4cb8-8d34-81983a6c1131,b4bc4e06-96c8-484a-b171-2e3f677f3357,INV-0000075,2024-02-23,2024-04-23,6144.74,6144.74,paid,2024-02-23T12:57:00
52854bfe-f9d0-486d-a198-3d88a2936049,00000000-0000-0000-0000-000000000003,8745d789-de69-4f4b-8fe4-17186687d98c,69aff96d-7e4d-43a3-afd4-15e4e81d6b4f,INV-0000076,2023-11-30,2024-01-14,224946.36,224946.36,paid,2023-11-30T18:53:11
40fcf0db-65ed-406f-b224-32f29ef42c1a,00000000-0000-0000-0000-000000000003,4637cb0d-4705-4f5e-b24c-45f094023682,4fe03edc-bc50-4c33-a0d6-32dec2729483,INV-0000077,2023-08-29,2023-09-28,70098.06,70098.06,paid,2023-08-29T09:54:24
44b0a5bc-d51b-4bc4-b6c3-2e992aa81443,00000000-0000-0000-0000-000000000002,ef1c581f-4008-4325-8185-b8b1389298e5,894e6c84-b9af-4184-a242-29abe27e1896,INV-0000078,2022-01-19,2022-03-05,31019.98,0.0,cancelled,2022-01-19T11:19:44
0149ce8a-c0f7-43b9-b2a7-bc1dae165c82,00000000-0000-0000-0000-000000000002,526b1fc0-6f4c-4a52-b16a-61a170814d57,4fe7e16f-6dc6-4910-9a84-e1ce79904ddf,INV-0000079,2022-09-18,2022-10-18,134966.99,92662.74,overdue,2022-09-18T09:54:49
78148bda-f695-4774-b62f-880853d87cf9,00000000-0000-0000-0000-000000000001,bdd7f3a9-2891-446f-b921-13d877c4eb6d,f5c0a4b9-b4a6-4d49-b40e-bcc34e0e751a,INV-0000080,2022-08-12,2022-09-11,21258.67,21258.67,paid,2022-08-12T14:43:42
de1d0b7d-25e2-4255-bef5-acd63a98fa4f,00000000-0000-0000-0000-000000000002,a0c512b2-d5df-4842-830d-3d776000822e,c3d6b854-df13-4165-b26a-e06b7677ae33,INV-0000081,2024-02-07,2024-03-08,16591.48,0.0,cancelled,2024-02-07T16:15:39
9dba0b2c-9f5f-4e9c-bbf9-e3c6db5eb3e5,00000000-0000-0000-0000-000000000003,0fdc9490-2e6c-4e3e-8217-af0d76f27903,1f2870ce-bf52-4834-85da-29db860f6215,INV-0000082,2022-11-04,2023-01-03,30583.03,0.0,cancelled,2022-11-04T15:00:10
bc6ee53f-3d7c-456a-ab10-ec6cb1c82d3c,00000000-0000-0000-0000-000000000002,bc5cdee9-323b-44b4-8638-d8a25acc4fa1,3cdf01ed-29af-4d9c-85e3-3e6d0ad70cfa,INV-0000083,2022-04-16,2022-05-16,17247.23,0.0,overdue,2022-04-16T17:37:21
35bb67a5-8b83-4ffa-926f-0512290c762b,00000000-0000-0000-0000-000000000003,2026d35b-47ac-4129-8283-27d4971e54c5,234e8628-3501-4ff8-ad00-bcacae13491a,INV-0000084,2024-04-19,2024-06-18,232884.01,0.0,overdue,2024-04-19T13:37:33
c1da28c1-af08-4fc1-be85-8d8fc3841204,00000000-0000-0000-0000-000000000002,5b9e7659-0175-4e03-949a-875a0c963a6e,1392a051-b5ec-4393-8a1f-13f49bdb5bf6,INV-0000085,2022-10-10,2022-11-24,934030.04,934030.04,paid,2022-10-10T10:25:57
58b23cd1-8db5-4763-8c3e-875f5fb7ef6a,00000000-0000-0000-0000-000000000001,4e71e4fa-a1fa-4974-8ef7-17b733aea52a,40d80ea4-c1cc-4cef-ad71-ac22d91ab609,INV-0000086,2024-06-02,2024-07-17,26688.39,26688.39,paid,2024-06-02T08:15:05
d70cd068-0ce3-4710-9246-48055c705c8a,00000000-0000-0000-0000-000000000001,68e3f10e-45f1-4e0a-8b02-c02b0bb8fbe7,666cd86a-5166-4f9a-ba67-ade37ec98a4a,INV-0000087,2023-11-21,2024-01-05,131289.62,131289.62,paid,2023-11-21T10:30:18
f42e0560-c8be-4e6f-9939-e2bafc033314,00000000-0000-0000-0000-000000000003,6883b24e-4faa-46b6-b646-212fb43f55c7,7afa9699-7172-4f8a-b6ad-b959e90a9085,INV-0000088,2023-04-21,2023-05-21,68298.15,0.0,overdue,2023-04-21T18:57:14
e92514ae-f324-4409-aae3-41f267fba285,00000000-0000-0000-0000-000000000003,dad01556-6de2-4658-8697-2e145b93a923,dd08a104-033c-4fb5-81f4-8a0b9031f5e2,INV-0000089,2023-10-06,2023-10-21,23901.61,23901.61,paid,2023-10-06T12:53:47
cafa983f-4111-437c-94f0-c22f7e0da760,00000000-0000-0000-0000-000000000001,fc75b662-f0eb-4b53-af1f-b0eb3c4978b6,bade97b9-48bf-4a1a-8335-b34ab248da57,INV-0000090,2022-07-16,2022-09-14,148385.24,0.0,overdue,2022-07-16T12:19:31
193176aa-8080-41ec-aa41-eb6a9fbfd382,00000000-0000-0000-0000-000000000003,41b7efbb-2314-4bfd-8d29-ffaf43f60cd1,9bd734f9-5861-4351-ad66-04d98f130541,INV-0000091,2024-06-04,2024-06-19,6486.63,2314.97,overdue,2024-06-04T15:04:07
f61ea8db-dfb0-48ef-9c21-630286290d24,00000000-0000-0000-0000-000000000002,99f0f6bf-3c14-472d-9904-b148a98c4ebf,27a18a92-fdcd-4871-b739-8c5c5948f961,INV-0000092,2023-07-20,2023-09-18,183213.07,183213.07,paid,2023-07-20T11:19:07
caf3e269-3e9f-4ec8-a01c-944afcd3ed4e,00000000-0000-0000-0000-000000000001,3c27dbfd-35d6-44e9-8f24-c047961b6f7a,a27cdb3d-fd75-4f4c-b9d8-3a9284b22fd1,INV-0000093,2024-08-20,2024-09-04,83662.37,83662.37,paid,2024-08-20T08:27:53
049bab16-4375-4bf2-a673-6c9e3cade039,00000000-0000-0000-0000-000000000003,a6640c4c-2c27-498d-9a1e-1107c9ceea34,d6a934c0-1e11-4f0a-a3d9-18c37eeea8e2,INV-0000094,2023-12-16,2024-01-15,6937.96,6937.96,paid,2023-12-16T12:31:39
