id,product_id,warehouse_id,quantity_on_hand,reorder_level,reorder_quantity,updated_at
62628f2d-0c49-4f6c-8c4d-1326cd9a0095,613f6443-6cf9-485d-8895-6d88c4313bc9,574f8e49-624f-4c82-81a6-66739af2fa27,285,48,192,2025-01-01T00:00:00
c3921934-a3bd-4a9e-841b-e5fcf0363109,5a793d9e-2e0f-4408-91a2-ec4759f3124f,8618a91b-2b38-4faa-b40d-0308363b2a61,404,18,36,2025-01-01T00:00:00
acc6951c-e815-49fb-b983-7e41a95f4eda,20fceb67-8e83-4614-88dc-e8dd306d36b4,8618a91b-2b38-4faa-b40d-0308363b2a61,293,10,20,2025-01-01T00:00:00
d0c61678-6f04-40cf-852f-7f0a474ea3a3,20fceb67-8e83-4614-88dc-e8dd306d36b4,78d504a3-39b4-4991-b1b7-9557d3428ff2,394,21,105,2025-01-01T00:00:00
7623a132-a7bd-4ca3-96a2-4cbba00c4e53,20fceb67-8e83-4614-88dc-e8dd306d36b4,be0b4543-3c61-4879-b9e6-3a01fb650515,334,41,205,2025-01-01T00:00:00
1dccbc2d-4eb1-40fd-8c5a-ae6525edcee3,4873c777-18c0-46e1-8995-0ad81b840c91,8618a91b-2b38-4faa-b40d-0308363b2a61,91,14,28,2025-01-01T00:00:00
f375821b-429d-4042-a376-1500b62d55b1,4873c777-18c0-46e1-8995-0ad81b840c91,be0b4543-3c61-4879-b9e6-3a01fb650515,476,38,76,2025-01-01T00:00:00
966dd4c4-5649-4297-b885-52ec16bb5537,4873c777-18c0-46e1-8995-0ad81b840c91,78d504a3-39b4-4991-b1b7-9557d3428ff2,230,34,136,2025-01-01T00:00:00
6bb316c0-5543-4c32-b755-893af5ded4be,437d7316-d30f-49da-b174-1510f133a8ae,be0b4543-3c61-4879-b9e6-3a01fb650515,140,10,20,2025-01-01T00:00:00
13b2e616-e06b-4c74-8615-7ed5e05bcf4a,437d7316-d30f-49da-b174-1510f133a8ae,78d504a3-39b4-4991-b1b7-9557d3428ff2,286,33,99,2025-01-01T00:00:00
3d0420c1-ba63-474f-9536-a0f9a0431b75,6b3e9a6d-fc0d-4ed4-9f29-ebe9ba4a5d21,574f8e49-624f-4c82-81a6-66739af2fa27,54,24,48,2025-01-01T00:00:00
245112b8-9337-47c3-a713-adaf8a38054d,6b3e9a6d-fc0d-4ed4-9f29-ebe9ba4a5d21,be0b4543-3c61-4879-b9e6-3a01fb650515,438,27,108,2025-01-01T00:00:00
85624ffc-b254-48eb-bcc9-e006f401e2dd,65185463-9721-480d-87cf-d5fe9d651caf,be0b4543-3c61-4879-b9e6-3a01fb650515,96,49,196,2025-01-01T00:00:00
d1e53a7e-e6bd-40ea-afe5-1c66b248e4ff,35b4790f-35a5-4620-b0a3-99a3af200f08,574f8e49-624f-4c82-81a6-66739af2fa27,163,24,120,2025-01-01T00:00:00
32f362cc-72c3-4dd3-8c19-9cede5ae83fc,35b4790f-35a5-4620-b0a3-99a3af200f08,78d504a3-39b4-4991-b1b7-9557d3428ff2,235,12,48,2025-01-01T00:00:00
4908e1af-efcb-416e-abec-13ffca5cdf89,35b4790f-35a5-4620-b0a3-99a3af200f08,be0b4543-3c61-4879-b9e6-3a01fb650515,302,48,144,2025-01-01T00:00:00
4a7a4bc5-d5b3-462b-a42f-79cee35d911d,4bb586c3-cd53-40a5-b0a5-56f41ca4da8c,78d504a3-39b4-4991-b1b7-9557d3428ff2,150,50,250,2025-01-01T00:00:00
f472ffb7-4cf1-45f5-bdfd-32c54b80cb1e,f56c4221-4aa1-46d0-b124-8d9820a24955,574f8e49-624f-4c82-81a6-66739af2fa27,495,27,135,2025-01-01T00:00:00
32a257fe-c864-48e5-a20d-e4cba60f2518,62f59711-d345-4776-ba1c-9f705b40eefa,78d504a3-39b4-4991-b1b7-9557d3428ff2,332,22,66,2025-01-01T00:00:00
235a0129-6387-4ae2-b0a1-c8e88923ff4e,abb65833-1f15-4937-83e0-5ef31b34e28e,574f8e49-624f-4c82-81a6-66739af2fa27,351,18,36,2025-01-01T00:00:00
b9287609-c1ba-4068-b11e-fe89fb40d9f8,2510e254-29c7-413a-8930-064acc23e0c5,574f8e49-624f-4c82-81a6-66739af2fa27,182,46,138,2025-01-01T00:00:00
aeaaa4ef-af71-4378-b63f-c2f411ed3f23,ca8a5f29-d81b-4644-84cd-5891e212a59b,be0b4543-3c61-4879-b9e6-3a01fb650515,423,27,81,2025-01-01T00:00:00
476677e8-d362-4fc5-932f-7691e62244ad,ca8a5f29-d81b-4644-84cd-5891e212a59b,574f8e49-624f-4c82-81a6-66739af2fa27,484,11,44,2025-01-01T00:00:00
f248bd73-70f9-4d82-b25f-878166c0e67d,ca8a5f29-d81b-4644-84cd-5891e212a59b,8618a91b-2b38-4faa-b40d-0308363b2a61,398,45,225,2025-01-01T00:00:00
bd9eac6a-cc3c-4087-ae00-c7bb141c6692,95d1ea10-3387-487c-b9e0-a8e01e78b892,574f8e49-624f-4c82-81a6-66739af2fa27,268,13,52,2025-01-01T00:00:00
88d75cc4-7df3-4710-bbf3-73a21998792a,451edece-298d-4392-84a9-ab8704039fc1,574f8e49-624f-4c82-81a6-66739af2fa27,482,36,144,2025-01-01T00:00:00
8ee3e24d-88bd-4be5-8607-6d7fb4c63313,451edece-298d-4392-84a9-ab8704039fc1,be0b4543-3c61-4879-b9e6-3a01fb650515,112,43,215,2025-01-01T00:00:00
9e109249-1e1d-4287-9090-518bf3df1446,2b8992f9-b556-4667-844e-ec478a0135db,be0b4543-3c61-4879-b9e6-3a01fb650515,235,43,86,2025-01-01T00:00:00
985424cb-c095-474d-a883-0a43e2f7e149,2b8992f9-b556-4667-844e-ec478a0135db,574f8e49-624f-4c82-81a6-66739af2fa27,419,24,48,2025-01-01T00:00:00
20d4270f-9662-4597-b324-ae5d07c4b21e,9a9249df-4eaf-416a-b512-8b1b80578f21,574f8e49-624f-4c82-81a6-66739af2fa27,265,44,220,2025-01-01T00:00:00
b7085594-9a55-4e1f-8626-5e208e4a40ee,9a9249df-4eaf-416a-b512-8b1b80578f21,8618a91b-2b38-4faa-b40d-0308363b2a61,211,10,50,2025-01-01T00:00:00
e132c668-6ed2-4a50-8fd1-cf019570087c,d05afd37-e653-4cc8-b1b5-698c041ab977,574f8e49-624f-4c82-81a6-66739af2fa27,221,15,30,2025-01-01T00:00:00
005897fd-2750-4b7e-8fbb-0322735226bd,6ee3aef9-d63c-4ecf-87d6-e76c2a6a268d,78d504a3-39b4-4991-b1b7-9557d3428ff2,165,37,74,2025-01-01T00:00:00
8579544a-da45-46b1-84e9-346c0c61e5ba,6ee3aef9-d63c-4ecf-87d6-e76c2a6a268d,be0b4543-3c61-4879-b9e6-3a01fb650515,177,22,66,2025-01-01T00:00:00
b432601b-41ec-48cb-97a0-8addfc9e1fc1,6ee3aef9-d63c-4ecf-87d6-e76c2a6a268d,8618a91b-2b38-4faa-b40d-0308363b2a61,218,29,58,2025-01-01T00:00:00
5e20b7bc-5bbd-4dac-ad82-fb3c74320868,abd209ce-eda3-4b78-bcf8-deaf81c37c39,be0b4543-3c61-4879-b9e6-3a01fb650515,370,16,32,2025-01-01T00:00:00
2fb48410-a292-4092-8cd9-0bcc12d72ddc,abd209ce-eda3-4b78-bcf8-deaf81c37c39,8618a91b-2b38-4faa-b40d-0308363b2a61,295,37,74,2025-01-01T00:00:00
868e821c-5c7b-42a6-8e24-3a9321558497,abd209ce-eda3-4b78-bcf8-deaf81c37c39,78d504a3-39b4-4991-b1b7-9557d3428ff2,353,50,200,2025-01-01T00:00:00
d3725c44-870e-4ac3-9cba-ee8092518db8,aeccf1b7-3de3-4aae-8d4b-ffe77f212bfb,78d504a3-39b4-4991-b1b7-9557d3428ff2,176,16,80,2025-01-01T00:00:00
a4a82dfe-1ad0-45cf-9b0f-a97918ab4574,aeccf1b7-3de3-4aae-8d4b-ffe77f212bfb,8618a91b-2b38-4faa-b40d-0308363b2a61,172,31,62,2025-01-01T00:00:00
1f70c787-6892-43ce-97d0-cffda7993e46,17bc0382-26c5-4a90-8bdb-59f7d3f963d2,be0b4543-3c61-4879-b9e6-3a01fb650515,316,25,50,2025-01-01T00:00:00
58fee9e8-d87f-484d-8c14-f5b0fb753e0d,17bc0382-26c5-4a90-8bdb-59f7d3f963d2,78d504a3-39b4-4991-b1b7-9557d3428ff2,447,48,240,2025-01-01T00:00:00
72e8ba79-c9f6-4f46-af7f-d2fe39985d1e,45e95b25-0053-4fe3-a4ea-c13ccf3e2124,8618a91b-2b38-4faa-b40d-0308363b2a61,370,38,76,2025-01-01T00:00:00
dae734f4-e8dd-4e8a-aca1-a34aba27e453,d4eb0c40-3b3d-4e1f-a672-353879b98b3f,8618a91b-2b38-4faa-b40d-0308363b2a61,81,12,60,2025-01-01T00:00:00
a007a61c-6540-4d84-ac29-6fff57183528,23554f24-8ab0-477e-97f2-40f9e2e9d2ee,8618a91b-2b38-4faa-b40d-0308363b2a61,484,14,42,2025-01-01T00:00:00
b849d4ff-8a72-4ae7-b6e7-1a812b8afc46,23554f24-8ab0-477e-97f2-40f9e2e9d2ee,be0b4543-3c61-4879-b9e6-3a01fb650515,81,38,76,2025-01-01T00:00:00
f5d9f13a-d250-447c-8fca-e5e3250e9ace,6d425cbb-5231-4e6b-ae67-f4894bb3111c,be0b4543-3c61-4879-b9e6-3a01fb650515,362,50,250,2025-01-01T00:00:00
a629aee9-f3b1-4459-9d4c-c055da522ef2,6d425cbb-5231-4e6b-ae67-f4894bb3111c,8618a91b-2b38-4faa-b40d-0308363b2a61,83,16,32,2025-01-01T00:00:00
4bcfcf50-32e0-4cbe-b26f-effa3981fa61,3291ceba-979e-49e9-bedb-4255e6ed5105,8618a91b-2b38-4faa-b40d-0308363b2a61,76,28,140,2025-01-01T00:00:00
76d3a2c7-01b9-4a46-aebf-869fb0b3ce44,3291ceba-979e-49e9-bedb-4255e6ed5105,574f8e49-624f-4c82-81a6-66739af2fa27,255,16,80,2025-01-01T00:00:00
1fd1877c-47fc-4a91-b0bc-2916f223d37a,3291ceba-979e-49e9-bedb-4255e6ed5105,be0b4543-3c61-4879-b9e6-3a01fb650515,169,48,96,2025-01-01T00:00:00
6bddf4be-39da-486c-ae58-a741d5f9a663,17d20f21-9726-4c5a-91bb-09c90a37808f,78d504a3-39b4-4991-b1b7-9557d3428ff2,246,39,195,2025-01-01T00:00:00
51a7db4c-af79-4667-a9b9-0205a1120b4e,17d20f21-9726-4c5a-91bb-09c90a37808f,8618a91b-2b38-4faa-b40d-0308363b2a61,500,49,98,2025-01-01T00:00:00
37e559bd-a7d4-4e56-8751-ab9f5469c730,68adf499-c0ed-430f-8ee8-66b9d08b1175,8618a91b-2b38-4faa-b40d-0308363b2a61,383,11,55,2025-01-01T00:00:00
66532359-4771-45d4-b6fc-302d029b387e,68adf499-c0ed-430f-8ee8-66b9d08b1175,574f8e49-624f-4c82-81a6-66739af2fa27,314,31,93,2025-01-01T00:00:00
02171e05-2da7-422a-a9af-cf5bcdc6a719,223c7f1a-cdf4-4b0c-ba22-3f681d472a04,78d504a3-39b4-4991-b1b7-9557d3428ff2,102,10,20,2025-01-01T00:00:00
2c58e9cb-51c7-4b97-adc1-edb5f3750e25,0b81ca2c-e22b-4b02-955e-9b6498730fe8,78d504a3-39b4-4991-b1b7-9557d3428ff2,454,22,66,2025-01-01T00:00:00
bb672068-13d5-4663-be23-b00915c8f29c,0b81ca2c-e22b-4b02-955e-9b6498730fe8,574f8e49-624f-4c82-81a6-66739af2fa27,376,42,168,2025-01-01T00:00:00
8181bce6-9bc6-40b3-9792-6983e51238c4,0b81ca2c-e22b-4b02-955e-9b6498730fe8,8618a91b-2b38-4faa-b40d-0308363b2a61,231,36,180,2025-01-01T00:00:00
6b6928c1-9109-42c7-8991-6e0860fad785,4d482624-14a0-462d-a1a3-d37eef1c23f1,8618a91b-2b38-4faa-b40d-0308363b2a61,367,38,114,2025-01-01T00:00:00
ba6b06d2-29b9-4b57-98cc-92c50cde27e2,4d482624-14a0-462d-a1a3-d37eef1c23f1,574f8e49-624f-4c82-81a6-66739af2fa27,174,18,36,2025-01-01T00:00:00
39a1c661-7b53-4823-b878-92bafc268d1d,4d482624-14a0-462d-a1a3-d37eef1c23f1,be0b4543-3c61-4879-b9e6-3a01fb650515,80,18,72,2025-01-01T00:00:00
4b265bd7-7f04-4aec-9c97-338a33ae208c,927a9643-e61f-4abf-af7f-7c538958dab2,be0b4543-3c61-4879-b9e6-3a01fb650515,273,42,168,2025-01-01T00:00:00
88e46996-67d3-493b-88c0-4bacf81a4bca,927a9643-e61f-4abf-af7f-7c538958dab2,574f8e49-624f-4c82-81a6-66739af2fa27,209,47,141,2025-01-01T00:00:00
57a5adde-331b-427d-925a-759452c10e59,927a9643-e61f-4abf-af7f-7c538958dab2,8618a91b-2b38-4faa-b40d-0308363b2a61,125,40,160,2025-01-01T00:00:00
d6237607-3d9a-484d-ba42-b2d72db27ba0,b53dabc8-da24-4aef-92af-c502ae7d9275,8618a91b-2b38-4faa-b40d-0308363b2a61,225,28,112,2025-01-01T00:00:00
0d322f16-abc4-4cf3-9ad7-89db783fe739,b53dabc8-da24-4aef-92af-c502ae7d9275,574f8e49-624f-4c82-81a6-66739af2fa27,54,43,129,2025-01-01T00:00:00
7ea91cb4-67cf-4538-84fd-74cb755d27de,b53dabc8-da24-4aef-92af-c502ae7d9275,be0b4543-3c61-4879-b9e6-3a01fb650515,79,25,50,2025-01-01T00:00:00
026c6f25-e5ca-40d6-9eb2-0ee30b3865c4,44d57250-3035-4464-8b48-ce4d2ea55d0e,78d504a3-39b4-4991-b1b7-9557d3428ff2,226,22,66,2025-01-01T00:00:00
34e491cd-3457-4c53-9830-0191149a35c9,44d57250-3035-4464-8b48-ce4d2ea55d0e,be0b4543-3c61-4879-b9e6-3a01fb650515,377,22,44,2025-01-01T00:00:00
c33d3e79-9f90-4f0e-a635-cc7b5cd9a909,6d3d8f6e-12ca-4780-a42d-ca47215411e7,be0b4543-3c61-4879-b9e6-3a01fb650515,146,40,200,2025-01-01T00:00:00
a7d5e28e-b697-4908-9a57-8371bf57914d,6d3d8f6e-12ca-4780-a42d-ca47215411e7,574f8e49-624f-4c82-81a6-66739af2fa27,357,31,124,2025-01-01T00:00:00
af2f1a92-206e-4db5-bf3b-1d8f070693b7,e726516f-6d38-492e-bf70-30b475b7822b,8618a91b-2b38-4faa-b40d-0308363b2a61,203,36,144,2025-01-01T00:00:00
6d024921-68fd-4033-9855-99ca6fe9d7a0,e726516f-6d38-492e-bf70-30b475b7822b,78d504a3-39b4-4991-b1b7-9557d3428ff2,133,16,80,2025-01-01T00:00:00
29857c3c-ae91-478e-9658-706caf1cffff,e726516f-6d38-492e-bf70-30b475b7822b,574f8e49-624f-4c82-81a6-66739af2fa27,498,12,60,2025-01-01T00:00:00
5e9fc103-9ad5-4bc2-9d5a-227f4a566803,0cf8bc81-3e95-427a-9595-17c5eca46d07,78d504a3-39b4-4991-b1b7-9557d3428ff2,51,50,150,2025-01-01T00:00:00
b5ebc008-885d-4ccf-a53d-830a21194b0e,2defa1c3-d5dd-466a-8ac5-9d631e118409,8618a91b-2b38-4faa-b40d-0308363b2a61,167,39,117,2025-01-01T00:00:00
41320952-cecd-4500-8207-3133e672df94,2defa1c3-d5dd-466a-8ac5-9d631e118409,78d504a3-39b4-4991-b1b7-9557d3428ff2,172,40,160,2025-01-01T00:00:00
ef1442e3-5d65-4ae6-a3e7-1146dabda52e,2defa1c3-d5dd-466a-8ac5-9d631e118409,574f8e49-624f-4c82-81a6-66739af2fa27,463,34,102,2025-01-01T00:00:00
31ed0936-6757-40fa-9af8-0258d5c9dff0,9fad937c-bba8-47c5-82de-3ebdfe76cc0d,78d504a3-39b4-4991-b1b7-9557d3428ff2,144,10,40,2025-01-01T00:00:00
60bda29c-2968-4345-9a6e-ddeacf84aa31,9fad937c-bba8-47c5-82de-3ebdfe76cc0d,574f8e49-624f-4c82-81a6-66739af2fa27,55,14,56,2025-01-01T00:00:00
bd176928-13da-4168-96d2-5920a8b897ba,daf54a69-f33b-4f46-b115-7c013ff617f2,78d504a3-39b4-4991-b1b7-9557d3428ff2,334,17,51,2025-01-01T00:00:00
43e30ddd-8610-4225-ad9e-6d5e1c3850e6,2eb29e57-c097-4dc3-9d1c-6584cb47647d,8618a91b-2b38-4faa-b40d-0308363b2a61,275,22,88,2025-01-01T00:00:00
e169af4e-4e8a-43eb-9dfe-83312c0b7724,2eb29e57-c097-4dc3-9d1c-6584cb47647d,78d504a3-39b4-4991-b1b7-9557d3428ff2,72,11,33,2025-01-01T00:00:00
0f9cbec4-22d1-428d-8d67-045f953fdc47,30d7276f-364f-4360-ac7e-3f10f5f66222,574f8e49-624f-4c82-81a6-66739af2fa27,195,21,63,2025-01-01T00:00:00
e7435d1c-d26f-4065-bac6-892e007a9130,85c1e8e5-6d70-462f-a4fb-60888d1e0b4d,8618a91b-2b38-4faa-b40d-0308363b2a61,418,21,84,2025-01-01T00:00:00
4a19ebe7-5e18-46c6-842d-43f40a7a4992,85c1e8e5-6d70-462f-a4fb-60888d1e0b4d,78d504a3-39b4-4991-b1b7-9557d3428ff2,483,45,135,2025-01-01T00:00:00
9b241cba-e1f6-4eb4-b2b7-6483ee0d183b,e65e182e-8956-4759-86ae-bd82ac92d30b,8618a91b-2b38-4faa-b40d-0308363b2a61,150,11,33,2025-01-01T00:00:00
48e68c22-0b83-4cde-8cce-7dd4fa473b2a,55286215-853a-4600-9247-207fcb9a919f,be0b4543-3c61-4879-b9e6-3a01fb650515,101,11,33,2025-01-01T00:00:00
eeee0d12-7b3c-45c1-948a-e7ab84d4b6db,55286215-853a-4600-9247-207fcb9a919f,8618a91b-2b38-4faa-b40d-0308363b2a61,244,17,68,2025-01-01T00:00:00
034beb46-7fa4-48bb-b893-660d47e39157,96234a43-181f-4a91-8bfa-4e50782f0bb2,be0b4543-3c61-4879-b9e6-3a01fb650515,206,39,117,2025-01-01T00:00:00
003412fa-c509-4171-99ce-c4198950154c,64a2b7bd-a93d-473e-b30e-1716e2d0677a,8618a91b-2b38-4faa-b40d-0308363b2a61,464,33,99,2025-01-01T00:00:00
a9e6d1df-f76b-4bfa-9198-3d66b38170c8,64a2b7bd-a93d-473e-b30e-1716e2d0677a,574f8e49-624f-4c82-81a6-66739af2fa27,319,49,245,2025-01-01T00:00:00
ffcda3c7-d0b7-4958-952c-feaa3cf90072,e2803781-b7dd-42dd-8886-01955dc4bf3a,8618a91b-2b38-4faa-b40d-0308363b2a61,83,17,51,2025-01-01T00:00:00
11299769-692d-4ef5-9251-21c540f225e9,e2803781-b7dd-42dd-8886-01955dc4bf3a,574f8e49-624f-4c82-81a6-66739af2fa27,116,22,66,2025-01-01T00:00:00
6dd4dfc2-efaf-4d94-91f4-d49431a5ca30,e2803781-b7dd-42dd-8886-01955dc4bf3a,78d504a3-39b4-4991-b1b7-9557d3428ff2,322,34,136,2025-01-01T00:00:00
af9d4e25-9408-44c7-bbf2-3403b1a719a5,c0c5bab9-e34d-4587-b949-2136a4132600,be0b4543-3c61-4879-b9e6-3a01fb650515,356,37,111,2025-01-01T00:00:00
a0bddc4b-aff4-43a4-99fe-24884647ecb4,c0c5bab9-e34d-4587-b949-2136a4132600,8618a91b-2b38-4faa-b40d-0308363b2a61,73,49,147,2025-01-01T00:00:00
3ee3f637-f581-47e3-9973-3cde51fad947,e5d3c72d-3d83-493b-8dfd-4540d5d9811d,8618a91b-2b38-4faa-b40d-0308363b2a61,200,19,76,2025-01-01T00:00:00
a4082625-2a96-450e-a557-57389eb930b2,e5d3c72d-3d83-493b-8dfd-4540d5d9811d,574f8e49-624f-4c82-81a6-66739af2fa27,176,13,52,2025-01-01T00:00:00
2c247530-9660-4313-8621-43917bd2cf14,e5d3c72d-3d83-493b-8dfd-4540d5d9811d,78d504a3-39b4-4991-b1b7-9557d3428ff2,496,18,90,2025-01-01T00:00:00
5bb7d553-1439-487a-8174-03fa4a6f76c9,ab85583e-7941-4515-9e42-d6f584bf9655,574f8e49-624f-4c82-81a6-66739af2fa27,422,15,75,2025-01-01T00:00:00
59f624c5-c573-4cd0-89c7-d257fdf0203e,56bf461e-bcf9-4686-bc39-3981b7a25916,be0b4543-3c61-4879-b9e6-3a01fb650515,364,14,42,2025-01-01T00:00:00
c53a68ab-a570-4720-96fa-0a33c410cc46,56bf461e-bcf9-4686-bc39-3981b7a25916,78d504a3-39b4-4991-b1b7-9557d3428ff2,310,34,136,2025-01-01T00:00:00
3f3d313a-0807-421c-8cae-b45a0d385b5a,56bf461e-bcf9-4686-bc39-3981b7a25916,8618a91b-2b38-4faa-b40d-0308363b2a61,305,43,215,2025-01-01T00:00:00
2c9f78e3-17c4-43a3-8272-5d4ea8de7cf5,c60b7484-6afe-4af4-8ee3-2415ae29ef8f,78d504a3-39b4-4991-b1b7-9557d3428ff2,214,33,165,2025-01-01T00:00:00
1f61a7c4-443b-4b5b-97bc-f9557c731f01,cd2baffd-7a49-4d4b-814f-10213646716c,574f8e49-624f-4c82-81a6-66739af2fa27,303,40,160,2025-01-01T00:00:00
8638c866-068c-4b72-9534-96adc7f87d97,cd2baffd-7a49-4d4b-814f-10213646716c,be0b4543-3c61-4879-b9e6-3a01fb650515,347,35,70,2025-01-01T00:00:00
6bcd22d1-99ed-4152-b196-791a51bc5fea,cd2baffd-7a49-4d4b-814f-10213646716c,8618a91b-2b38-4faa-b40d-0308363b2a61,156,24,72,2025-01-01T00:00:00
01a21b37-031c-4ad6-ab0a-5ee2d0836222,9732d3ea-4429-460e-aba3-60137c8fe47a,78d504a3-39b4-4991-b1b7-9557d3428ff2,491,25,125,2025-01-01T00:00:00
015ad255-b456-4f2d-aeea-5f06c2f9ffde,9732d3ea-4429-460e-aba3-60137c8fe47a,574f8e49-624f-4c82-81a6-66739af2fa27,161,29,145,2025-01-01T00:00:00
d86d412c-7419-4f4d-b03a-6454b715820b,374db197-cf73-48e6-b713-f9f48456b58b,8618a91b-2b38-4faa-b40d-0308363b2a61,342,20,80,2025-01-01T00:00:00
171428f1-42ef-473a-966a-fb4e5d964e0d,374db197-cf73-48e6-b713-f9f48456b58b,be0b4543-3c61-4879-b9e6-3a01fb650515,180,45,90,2025-01-01T00:00:00
